establishment_name|company_name|state|establishment_type|size|annual_average_employees|total_hours_worked|ein|match_company_name|stripped_company_name|company_name_multiple_match
118 - MESA BRANCH|Beacon Roofing Supply Inc|AZ|1|21|33|66815|364173366|'Beacon Roofing Supply'|beacon roofing supply|false
121 - SAN JOSE BRANCH|Beacon Roofing Supply Inc|CA|1|21|21|41914|364173366|'Beacon Roofing Supply'|beacon roofing supply|false
127 - LOS ANGELES BRANCH|Beacon Roofing Supply Inc|CA|1|21|24|47054|364173366|'Beacon Roofing Supply'|beacon roofing supply|false
132 - ANAHEIM BRANCH|Beacon Roofing Supply Inc|CA|1|21|28|55525|364173366|'Beacon Roofing Supply'|beacon roofing supply|false
136 - PHOENIX BRANCH|Beacon Roofing Supply Inc|AZ|1|21|34|67281|364173366|'Beacon Roofing Supply'|beacon roofing supply|false
140 - SAN LEANDRO BRANCH|Beacon Roofing Supply Inc|CA|1|21|29|57090|364173366|'Beacon Roofing Supply'|beacon roofing supply|false
152 - FORT COLLINS BRANCH|Beacon Roofing Supply Inc|CO|1|21|22|43415|364173366|'Beacon Roofing Supply'|beacon roofing supply|false
171 - SPOKANE VALLEY BRANCH|Beacon Roofing Supply Inc|WA|1|21|25|50966|364173366|'Beacon Roofing Supply'|beacon roofing supply|false
175 - SALT LAKE CITY BRANCH|Beacon Roofing Supply Inc|UT|1|21|20|40822|364173366|'Beacon Roofing Supply'|beacon roofing supply|false
191 - ALBUQUERQUE BRANCH|Beacon Roofing Supply Inc|NM|1|21|20|40307|364173366|'Beacon Roofing Supply'|beacon roofing supply|false
219 - OAK FOREST BRANCH|Beacon Roofing Supply Inc|IL|1|21|22|43429|364173366|'Beacon Roofing Supply'|beacon roofing supply|false
228 - GRAND RAPIDS BRANCH|Beacon Roofing Supply Inc|MI|1|21|28|55040|364173366|'Beacon Roofing Supply'|beacon roofing supply|false
257 - LOUISVILLE BRANCH|Beacon Roofing Supply Inc|KY|1|21|22|43667|364173366|'Beacon Roofing Supply'|beacon roofing supply|false
262 - CLEVELAND BRANCH|Beacon Roofing Supply Inc|OH|1|21|23|45372|364173366|'Beacon Roofing Supply'|beacon roofing supply|false
300 - DENVER HUB BRANCH|Beacon Roofing Supply Inc|CO|1|21|72|143022|364173366|'Beacon Roofing Supply'|beacon roofing supply|false
311 - LEWES BRANCH|Beacon Roofing Supply Inc|DE|1|21|20|40656|364173366|'Beacon Roofing Supply'|beacon roofing supply|false
331 - BRADDOCK BRANCH|Beacon Roofing Supply Inc|PA|1|21|37|73351|364173366|'Beacon Roofing Supply'|beacon roofing supply|false
345 - LEVITTOWN BRANCH|Beacon Roofing Supply Inc|PA|1|21|26|52464|364173366|'Beacon Roofing Supply'|beacon roofing supply|false
363 - MIDDLETOWN BRANCH|Beacon Roofing Supply Inc|NY|1|21|20|39764|364173366|'Beacon Roofing Supply'|beacon roofing supply|false
364 - CEDAR KNOLLS BRANCH|Beacon Roofing Supply Inc|NJ|1|21|21|41783|364173366|'Beacon Roofing Supply'|beacon roofing supply|false
365 - EAST RUTHERFORD BRANCH|Beacon Roofing Supply Inc|NJ|1|21|46|92533|364173366|'Beacon Roofing Supply'|beacon roofing supply|false
375 - WALL TOWNSHIP BRANCH|Beacon Roofing Supply Inc|NJ|1|21|20|39514|364173366|'Beacon Roofing Supply'|beacon roofing supply|false
380 - HICKSVILLE BRANCH|Beacon Roofing Supply Inc|NY|1|21|50|100920|364173366|'Beacon Roofing Supply'|beacon roofing supply|false
385 - LONG ISLAND CITY BRANCH|Beacon Roofing Supply Inc|NY|1|21|28|55869|364173366|'Beacon Roofing Supply'|beacon roofing supply|false
400 - PICO RIVERA BRANCH|Beacon Roofing Supply Inc|CA|1|21|30|60278|364173366|'Beacon Roofing Supply'|beacon roofing supply|false
401 - GOLDSBORO BRANCH|Beacon Roofing Supply Inc|NC|1|21|27|53503|364173366|'Beacon Roofing Supply'|beacon roofing supply|false
402 - CHARLOTTE BRANCH|Beacon Roofing Supply Inc|NC|1|21|22|44032|364173366|'Beacon Roofing Supply'|beacon roofing supply|false
404 - RALEIGH BRANCH|Beacon Roofing Supply Inc|NC|1|21|23|46064|364173366|'Beacon Roofing Supply'|beacon roofing supply|false
430 - MYRTLE BEACH BRANCH|Beacon Roofing Supply Inc|SC|1|21|19|38722|364173366|'Beacon Roofing Supply'|beacon roofing supply|false
441 - MEMPHIS BRANCH|Beacon Roofing Supply Inc|TN|1|21|23|45080|364173366|'Beacon Roofing Supply'|beacon roofing supply|false
442 - CHARLOTTE BRANCH|Beacon Roofing Supply Inc|NC|1|21|24|48988|364173366|'Beacon Roofing Supply'|beacon roofing supply|false
444 - RALEIGH BRANCH|Beacon Roofing Supply Inc|NC|1|21|25|50377|364173366|'Beacon Roofing Supply'|beacon roofing supply|false
447 - COLUMBIA BRANCH|Beacon Roofing Supply Inc|SC|1|21|21|41281|364173366|'Beacon Roofing Supply'|beacon roofing supply|false
478 - TOPEKA BRANCH- MW|Beacon Roofing Supply Inc|KS|1|21|24|48861|364173366|'Beacon Roofing Supply'|beacon roofing supply|false
487 - OVERLAND PARK- MW|Beacon Roofing Supply Inc|KS|1|21|20|40972|364173366|'Beacon Roofing Supply'|beacon roofing supply|false
504 - ALEXANDRIA BRANCH|Beacon Roofing Supply Inc|VA|1|21|43|85157|364173366|'Beacon Roofing Supply'|beacon roofing supply|false
505 - MANASSAS NORTH BRANCH|Beacon Roofing Supply Inc|VA|1|21|50|99553|364173366|'Beacon Roofing Supply'|beacon roofing supply|false
509 - COLUMBIA BRANCH|Beacon Roofing Supply Inc|MD|1|21|25|49667|364173366|'Beacon Roofing Supply'|beacon roofing supply|false
510 - WHITE PLAINS BRANCH|Beacon Roofing Supply Inc|MD|1|21|19|38466|364173366|'Beacon Roofing Supply'|beacon roofing supply|false
512 - SALISBURY BRANCH|Beacon Roofing Supply Inc|MD|1|21|21|41155|364173366|'Beacon Roofing Supply'|beacon roofing supply|false
529 - NORTH POINT BRANCH|Beacon Roofing Supply Inc|MD|1|21|26|52656|364173366|'Beacon Roofing Supply'|beacon roofing supply|false
588 - HONOLULU RSI BRANCH|Beacon Roofing Supply Inc|HI|1|21|24|48605|364173366|'Beacon Roofing Supply'|beacon roofing supply|false
601 - HIGHWAY 6 BRANCH|Beacon Roofing Supply Inc|TX|1|21|40|79208|364173366|'Beacon Roofing Supply'|beacon roofing supply|false
603 - GULF FREEWAY BRANCH|Beacon Roofing Supply Inc|TX|1|21|24|48940|364173366|'Beacon Roofing Supply'|beacon roofing supply|false
608 - STAFFORD BRANCH|Beacon Roofing Supply Inc|TX|1|21|21|41064|364173366|'Beacon Roofing Supply'|beacon roofing supply|false
611 - AUSTIN BRANCH|Beacon Roofing Supply Inc|TX|1|21|26|51904|364173366|'Beacon Roofing Supply'|beacon roofing supply|false
620 - NORTH SAN ANTONIO BRANCH|Beacon Roofing Supply Inc|TX|1|21|19|38670|364173366|'Beacon Roofing Supply'|beacon roofing supply|false
621 - AUSTIN BRANCH|Beacon Roofing Supply Inc|TX|1|21|32|63758|364173366|'Beacon Roofing Supply'|beacon roofing supply|false
622 - KATY BRANCH|Beacon Roofing Supply Inc|TX|1|21|22|43531|364173366|'Beacon Roofing Supply'|beacon roofing supply|false
628 - PROVO BRANCH|Beacon Roofing Supply Inc|UT|1|21|19|37299|364173366|'Beacon Roofing Supply'|beacon roofing supply|false
632 - SAN ANTONIO BRANCH|Beacon Roofing Supply Inc|TX|1|21|37|74767|364173366|'Beacon Roofing Supply'|beacon roofing supply|false
635 - DALLAS BRANCH|Beacon Roofing Supply Inc|TX|1|21|72|143983|364173366|'Beacon Roofing Supply'|beacon roofing supply|false
648 - TIGARD BRANCH|Beacon Roofing Supply Inc|OR|1|21|19|38115|364173366|'Beacon Roofing Supply'|beacon roofing supply|false
661 - TACOMA BRANCH|Beacon Roofing Supply Inc|WA|1|21|24|47383|364173366|'Beacon Roofing Supply'|beacon roofing supply|false
682 - NORCO BRANCH|Beacon Roofing Supply Inc|CA|1|21|22|43522|364173366|'Beacon Roofing Supply'|beacon roofing supply|false
693 - PLYMOUTH BRANCH|Beacon Roofing Supply Inc|MN|1|21|60|120147|364173366|'Beacon Roofing Supply'|beacon roofing supply|false
694 - ST. PAUL BRANCH|Beacon Roofing Supply Inc|MN|1|21|37|73338|364173366|'Beacon Roofing Supply'|beacon roofing supply|false
720 - JACKSONVILLE BRANCH CP|Beacon Roofing Supply Inc|FL|1|21|19|37931|364173366|'Beacon Roofing Supply'|beacon roofing supply|false
723 - MIAMI BRANCH CP|Beacon Roofing Supply Inc|FL|1|21|26|51589|364173366|'Beacon Roofing Supply'|beacon roofing supply|false
800 - HOUSTON OTC|Beacon Roofing Supply Inc|TX|1|21|46|92571|364173366|'Beacon Roofing Supply'|beacon roofing supply|false
801 - NORTH ATLANTA BRANCH|Beacon Roofing Supply Inc|GA|1|21|20|40714|364173366|'Beacon Roofing Supply'|beacon roofing supply|false
803 - JACKSONVILLE BRANCH|Beacon Roofing Supply Inc|FL|1|21|27|54225|364173366|'Beacon Roofing Supply'|beacon roofing supply|false
813 - KENNESAW BRANCH|Beacon Roofing Supply Inc|GA|1|21|20|39955|364173366|'Beacon Roofing Supply'|beacon roofing supply|false
839 - DES MOINES BRANCH|Beacon Roofing Supply Inc|IA|1|21|39|77197|364173366|'Beacon Roofing Supply'|beacon roofing supply|false
844 - TUSCALOOSA BRANCH - DC|Beacon Roofing Supply Inc|AL|1|21|21|42913|364173366|'Beacon Roofing Supply'|beacon roofing supply|false
850 - PEARL BRANCH|Beacon Roofing Supply Inc|MS|1|21|22|44532|364173366|'Beacon Roofing Supply'|beacon roofing supply|false
857 - BIRMINGHAM BRANCH|Beacon Roofing Supply Inc|AL|1|21|19|37269|364173366|'Beacon Roofing Supply'|beacon roofing supply|false
860 - ORLANDO BRANCH|Beacon Roofing Supply Inc|FL|1|21|36|72543|364173366|'Beacon Roofing Supply'|beacon roofing supply|false
861 - TAMPA BRANCH|Beacon Roofing Supply Inc|FL|1|21|36|71457|364173366|'Beacon Roofing Supply'|beacon roofing supply|false
862 - FT. MYERS BRANCH|Beacon Roofing Supply Inc|FL|1|21|52|103464|364173366|'Beacon Roofing Supply'|beacon roofing supply|false
863 - DEERFIELD BRANCH|Beacon Roofing Supply Inc|FL|1|21|21|41405|364173366|'Beacon Roofing Supply'|beacon roofing supply|false
864 - MIAMI BRANCH|Beacon Roofing Supply Inc|FL|1|21|29|58310|364173366|'Beacon Roofing Supply'|beacon roofing supply|false
865 - SOUTH ORLANDO BRANCH|Beacon Roofing Supply Inc|FL|1|21|23|46869|364173366|'Beacon Roofing Supply'|beacon roofing supply|false
871 - PALMETTO BRANCH|Beacon Roofing Supply Inc|FL|1|21|25|50312|364173366|'Beacon Roofing Supply'|beacon roofing supply|false
873 - ORLANDO BRANCH|Beacon Roofing Supply Inc|FL|1|21|32|63844|364173366|'Beacon Roofing Supply'|beacon roofing supply|false
874 - POLK COUNTY BRANCH|Beacon Roofing Supply Inc|FL|1|21|23|46490|364173366|'Beacon Roofing Supply'|beacon roofing supply|false
876 - PINELLAS PARK BRANCH|Beacon Roofing Supply Inc|FL|1|21|19|38593|364173366|'Beacon Roofing Supply'|beacon roofing supply|false
877 - SARASOTA BRANCH|Beacon Roofing Supply Inc|FL|1|21|47|93850|364173366|'Beacon Roofing Supply'|beacon roofing supply|false
881 - FORT PIERCE BRANCH|Beacon Roofing Supply Inc|FL|1|21|31|61039|364173366|'Beacon Roofing Supply'|beacon roofing supply|false
886 - PALM BEACH BRANCH|Beacon Roofing Supply Inc|FL|1|21|19|38754|364173366|'Beacon Roofing Supply'|beacon roofing supply|false
888 - LARGO BRANCH|Beacon Roofing Supply Inc|FL|1|21|27|54435|364173366|'Beacon Roofing Supply'|beacon roofing supply|false
891 - NORTH PORT BRANCH|Beacon Roofing Supply Inc|FL|1|21|36|71346|364173366|'Beacon Roofing Supply'|beacon roofing supply|false
939 - OFALLON BRANCH|Beacon Roofing Supply Inc|MO|1|21|20|39946|364173366|'Beacon Roofing Supply'|beacon roofing supply|false
940 - ST. LOUIS BRANCH|Beacon Roofing Supply Inc|MO|1|21|23|46656|364173366|'Beacon Roofing Supply'|beacon roofing supply|false
968 - FT. WORTH ROOFING BRANCH|Beacon Roofing Supply Inc|TX|1|21|23|45154|364173366|'Beacon Roofing Supply'|beacon roofing supply|false
976 - GRAND PRAIRIE BRANCH|Beacon Roofing Supply Inc|TX|1|21|26|52943|364173366|'Beacon Roofing Supply'|beacon roofing supply|false
997 - OKLAHOMA CITY BRANCH|Beacon Roofing Supply Inc|OK|1|21|21|42783|364173366|'Beacon Roofing Supply'|beacon roofing supply|false
CertainTeed Athens|CertainTeed|GA|1|22|200|467072|232510893|'CertainTeed'|certainteed|false
Advanced Roofing Inc|Advanced Roofing Inc|FL|1|3|635|133185081||'Advanced Roofing', 'Advanced Roofing Services'|advanced roofing|true
1st Choice Roofing Company|1st Choice Roofing Company|OH|1|21|20|37156|113793690|'1st Choice Roofing Contractors'|1st choice roofing|false
Superior Roofing, Inc.|Superior Roofing, Inc.|CO|1|21|75|158970|840917537|'Superior Roofing'|superior roofing|false
Highland Commercial Roofing, LLC|Highland Commercial Roofing, LLC|AZ|1|21|21|41280|260502952|'Highland Commercial Roofing'|highland commercial roofing|false
Roofing by Curry|Roofing by Curry|FL|1|22|238|497120|650847999|'Roofing by Curry'|roofing by curry|false
COMMERCIAL ROOFING LLC|COMMERCIAL ROOFING LLC|NM|1|21|42|78389|850457633|'Commercial Roofing', 'Commercial Roofing Services'|commercial roofing|true
Triad Corp.|Triad Corp.|TN|1|21|77|136185||'Triad'|triad|false
Pinnacle Roofing Inc.|Pinnacle Roofing Inc.|NY|1|21|24|46539|200593022|'Pinnacle Roofing Contractors'|pinnacle roofing|false
O'NEAL JR. ROOFING, INC|O'NEAL JR. ROOFING, INC.|FL|1|21|22|42108|264621172|'O'Neal Jr. Roofing'|o'neal jr. roofing|false
CB ROOFING CONSTRUCTION INC|CB ROOFING CONSTRUCTION INC.|FL|1|21|25|40249|271187783|'Cb Roofing Services'|cb roofing|false
CMR CONSTRUCTION & ROOFING, LLC-TN|CMR CONSTRUCTION & ROOFING, LLC|TN|1|21|72|138381|710873844|'CMR Construction & Roofing'|cmr construction & roofing|false
CMR CONSTRUCTION & ROOFING, LLC-FL|CMR CONSTRUCTION & ROOFING, LLC|FL|1|21|132|269252|710873844|'CMR Construction & Roofing'|cmr construction & roofing|false
STRATUS ROOFING|STRATUS CONSTRUCTION & ROOFING, LLC|FL|1|21|29|57062|474208903|'Stratus Construction & Roofing'|stratus construction & roofing|false
Active Roofing LLC|Active Roofing LLC|IL|1|21|44|121780|873402093|'Active Roofing'|active roofing|false
Central Roofing Company|Central Roofing Company|MN|1|2|153|317586|410737497|'Central Roofing'|central roofing|false
McCoy's Building Supply-Montgomery|McCoy's Corporation|TX|1|21|48|84449|741542718|'McCoy's'|mccoy's|false
Whitco Roofing Inc.|Whitco Roofing Inc.|GA|1|21|43|88676|271843217|'Whitco Roofing Inc.'|whitco roofing|false
Protech Roofing Systems LLC|Protech Roofing Systems LLC|TX|1|21|59|119250|274452657|'Protech Roofing Services'|protech roofing|false
Bill Shields Roofing, Inc.|Bill Shields Roofing, Inc.|FL|1|21|39|98266|591502277|'Bill Shields Roofing'|bill shields roofing|false
Beldon Roofing & Remodeling Co|Beldon Roofing & Remodeling Co|TX|1|22|138|430560|741316691|'Beldon Roofing & Remodeling'|beldon roofing & remodeling|false
New Process Steel, L.P., Butler|New Process Steel|IN|1|21|42|87830|760621168|'New Process Steel'|new process steel|false
MT3 Corporation|Diamond Everley Roofing Contractors|KS|1|21|40|51751|481048575|'Diamond Everley Roofing Contractors'|diamond everley roofing|false
Sutter Roofing Company|Sutter Roofing Company|FL|1|3|250|607464||'Sutter Roofing'|sutter roofing|false
Renco Roofing|Renco Roofing|AZ|1|21|65|125664||'RENCO Roofing'|renco roofing|false
Prowest, LLC|Prowest, LLC|AZ|1|21|40|135039||'ProWest'|prowest|false
Ragan Construction Co., Inc.|Southern Roofing Co.|TN|1|21|30|56100|621250563|'Southern Roofing Company'|southern roofing|false
McCoy's Reload Center|McCoy's Corporation|TX|1|21|81|153661|741542718|'McCoy's'|mccoy's|false
Hamilton Roofing Inc|Hamilton Roofing Inc|FL|1|21|40|75460||'Hamilton Roofing'|hamilton roofing|false
Top Line Roofing|Top Line Roofing Inc|CA|1|1|12|19200|161615195|'Top Line Roofing Contractors'|top line roofing|false
Thomas Carter|Triad Manufacturing Inc|MO|1|3|359|685176|431587028|'Triad'|triad|false
