id,establishment_name,establishment_id,ein,company_name,street_address,city,state,zip_code,naics_code,naics_year,industry_description,establishment_type,size,annual_average_employees,total_hours_worked,no_injuries_illnesses,total_deaths,total_dafw_cases,total_djtr_cases,total_other_cases,total_dafw_days,total_djtr_days,total_injuries,total_skin_disorders,total_respiratory_conditions,total_poisonings,total_hearing_loss,total_other_illnesses,created_timestamp,change_reason,year_filing_for,sector,zipcode,naics_char
2803618,"A. W. Farrell & Son, Inc. - Dunkirk",999085,160954042,"A. W. Farrell & Son, Inc.",3761 Lake Shore Drive East,Dunkirk,NY,14048,238160,2012,Roofing contractors,1,21,40,83334,1,0,1,0,0,7,0,1,0,0,0,0,0,28FEB25:14:28:00,,2024,Construction,14048,238160
2803599,"Jameson Roofing Co., Inc.",999110,160495270,"Jameson Roofing Co., Inc.",3937 Bayview Rd.,Blasdell,NY,14219,238160,2012,Roofing contractors,1,21,46,86477,1,0,1,0,0,180,0,1,0,0,0,0,0,28FEB25:14:26:00,,2024,Construction,14219,238160
2684271,d-7 Roofing LLC,1003178,743193913,d-7 Roofing LLC,5470 Lincoln Street,Denver,CO,80216,238160,2012,Roofing contractors,1,3,98,224763,1,0,1,4,2,16,69,7,0,0,0,0,0,19FEB25:15:30:00,,2024,Construction,80216,238160
2716718,d-7 Roofing LLC - SLC,1003185,743193913,d-7 Roofing LLC,4222 South 500 West,Murray,UT,84123,238160,2012,Roofing contractors,1,22,113,164842,1,0,1,1,2,13,141,4,0,0,0,0,0,21FEB25:21:25:00,,2024,Construction,84123,238160
2716674,d-7 Roofing LLC - San Marcos,1003188,743193913,d-7 Roofing LLC,1820 Redwood Road,San Marcos,TX,78666,238160,2012,Roofing contractors,1,21,71,167281,1,0,0,0,2,0,0,2,0,0,0,0,0,21FEB25:21:02:00,,2024,Construction,78666,238160
2687032,d-7 Roofing LLC - Dallas,1003190,743193913,d-7 Roofing LLC,4849 Olson Drive,Dallas,TX,75227,238160,2012,Roofing contractors,1,1,24,52678,1,0,0,0,1,0,0,1,0,0,0,0,0,19FEB25:16:02:00,,2024,Construction,75227,238160
2687020,d-7 Roofing LLC - Phoenix,1003197,743193913,d-7 Roofing LLC,600 S 79th Street,Chandler,AZ,85226,238160,2012,Roofing contractors,1,21,27,61691,1,0,0,0,1,0,0,1,0,0,0,0,0,19FEB25:16:01:00,,2024,Construction,85226,238160
2682226,d-7 Roofing LLC - Colo Spgs,1003201,743193913,d-7 Roofing LLC,2412 Executive Circle,Colorado Springs,CO,80906,238160,2012,Roofing contractors,1,21,22,46851,1,0,0,1,2,0,9,3,0,0,0,0,0,19FEB25:15:28:00,,2024,Construction,80906,238160
2508488,7445_17135,1004091,010551453,"Encore Roofing,Inc.",1377 Buford Business Blvd.,Buford,GA,30518,238160,2012,,1,21,60,140799,2,0,0,0,0,0,0,0,0,0,0,0,0,09JAN25:13:54:00,,2024,Construction,30518,238160
2863043,Grace Roofing & Sheet Metal Enterprise,1005151,263981778,Grace Roofing & Sheet Metal Enterprise,12500 NW 35th St,Coral Springs,FL,33065,238160,2012,Roofing contractors,1,21,45,61410,1,0,0,0,8,0,0,8,0,0,0,0,0,06MAR25:15:36:00,,2024,Construction,33065,238160
2747321,COMMERCIAL ROOFING - TEXAS,1005341,742715753,"COMMERCIAL ROOFING SYSTEMS, INC",101 VALLEY CHILE ROAD,VINTON,TX,79821,238160,2012,Roofing contractors,1,21,52,118149,1,0,1,0,1,99,0,2,0,0,0,0,0,26FEB25:14:09:00,,2024,Construction,79821,238160
2745111,COMMERCIAL ROOFING LLC,1005355,850457633,COMMERCIAL ROOFING LLC,700 RANKIN RD NE,ALBUQUERQUE,NM,87107,238160,2012,Roofing contractors,1,21,37,74947,1,0,0,1,0,0,99,1,0,0,0,0,0,25FEB25:22:39:00,,2024,Construction,87107,238160
2733321,Finger Lakes Roofing Technologies Inc.,1005430,161543834,Finger Lakes Roofing Technologies Inc.,7642 Main St.,Fishers,NY,14453,238160,2012,Roofing contractors,1,1,9,3619,2,0,0,0,0,0,0,0,0,0,0,0,0,25FEB25:15:41:00,,2024,Construction,14453,238160
2864873,Momentum Builders Inc,1006132,251413147,Momentum Builders Inc,395 N Perry Hwy,Mercer,PA,16137,238160,2012,Low slope roofing installation,1,1,15,31152,1,0,0,0,2,0,0,2,0,0,0,0,0,07MAR25:19:21:00,,2024,Construction,16137,238160
2516613,"Foster Contracting, Inc.",1008031,901194237,"Foster Contracting, Inc.",7560 W US Hwy 40,Indianapolis,IN,46229,238160,2012,Roofing contractors,1,1,14,30011,2,0,0,0,0,0,0,0,0,0,0,0,0,13JAN25:21:30:00,,2024,Construction,46229,238160
2809234,Esary Roofing & Siding Co Inc,1008181,911189270,Esary Roofing & Siding Co Inc,420 Pease Rd.,Burlington,WA,98233,238160,2012,Roofing contractors,1,21,21,44188,1,0,2,3,0,10,48,5,0,0,0,0,0,28FEB25:17:19:00,,2024,Construction,98233,238160
2819787,Red Mountain Roofing LLC,1008650,271463701,Red Mountain Roofing LLC,4735 e virginia st ste 2,mesa,AZ,85215,238160,2012,Roofing contractors,1,21,33,72977,1,0,1,0,1,4,0,2,0,0,0,0,0,28FEB25:21:14:00,,2024,Construction,85215,238160
2844651,BRDOH- Cincinnati,1010950,351883225,"Bone Dry Roofing, Inc",9940 Cincinnati Dayton Rd,Cincinnati,OH,45069,238160,2012,Asphalt roof shingle installation,1,1,19,19988,2,0,0,0,0,0,0,0,0,0,0,0,0,03MAR25:03:44:00,,2024,Construction,45069,238160
2791059,"Nordmann Roofing Co., Inc.",1011039,344417131,"Nordmann Roofing Co., Inc.",1722 Starr Ave.,Toledo,OH,43605,238160,2012,Roofing contractors,1,21,50,105149,2,0,0,0,0,0,0,0,0,0,0,0,0,27FEB25:21:17:00,,2024,Construction,43605,238160
2844658,BDROH- Columbus,1011040,351883225,"Bone Dry Roofing, Inc",3500 Parkway Ln,Hilliard,OH,43026,238160,2012,Asphalt roof shingle installation,1,1,6,8835,2,0,0,0,0,0,0,0,0,0,0,0,0,03MAR25:03:46:00,,2024,Construction,43026,238160
2844666,BDROH- Dayton,1011097,351883225,"Bone Dry Roofing, Inc",3230 Dayton Xenia Rd,Beavercreek,OH,45434,238160,2012,Asphalt roof shingle installation,1,1,10,8170,2,0,0,0,0,0,0,0,0,0,0,0,0,03MAR25:03:47:00,,2024,Construction,45434,238160
2658893,"TEMA SERVICES, LLC",1011144,,"TEMA SERVICES, LLC",1596 MOTOR INN DRIVE,Girard,OH,44420,238160,2012,Roofing contractors,1,21,32,57707,2,0,0,0,0,0,0,0,0,0,0,0,0,13FEB25:16:39:00,,2024,Construction,44420,238160
2577423,"HW Contracting, LLC",1011217,450890741,"HW Contracting, LLC","450 State Road 13 North, Ste 106 PMB 454",Saint Johns,FL,32259,238160,2012,Roofing contractors,1,21,21,46805,2,0,0,0,0,0,0,0,0,0,0,0,0,29JAN25:17:31:00,,2024,Construction,32259,238160
2510444,"Tech Roofing Service, Inc.",1011293,042730706,"Tech Roofing Service, Inc.",896 Sheridan St,Chicopee,MA,01020,238160,2012,Roll roofing installation,1,21,24,48220,1,0,1,0,0,176,4,1,0,0,0,0,0,09JAN25:19:33:00,,2024,Construction,01020,238160
2576695,"Tri-Lam Roofing & Waterproofing, Inc.",1012114,262227683,"Tri-Lam Roofing & Waterproofing, Inc.",965 W Enon Ave,Everman,TX,76140,238160,2012,Roofing contractors,1,21,45,79919,1,0,1,0,0,73,46,1,0,0,0,0,0,29JAN25:16:39:00,,2024,Construction,76140,238160
2844671,BDRIN-Evansville,1012233,351883225,"Bone Dry Roofing, Inc",2211 N Burkhardt Rd Suite B,Evansville,IN,47715,238160,2012,Asphalt roof shingle installation,1,1,5,4063,2,0,0,0,0,0,0,0,0,0,0,0,0,03MAR25:03:48:00,,2024,Construction,47715,238160
2844684,BDRCO-Ft Collins,1012252,850896420,"Bone Dry Roofing, Colorado, Inc.",706 S College Ave Suite 200,Fort Collins,CO,80524,238160,2012,Asphalt roof shingle installation,1,1,11,11329,1,0,0,1,0,0,3,1,0,0,0,0,0,03MAR25:03:52:00,,2024,Construction,80524,238160
2835181,Garage,1012306,560130810,Baker Roofing,517 Mercury Street,Raleigh,NC,27603,238160,2012,"Roofing, Siding, Sheet Metal",1,1,8,17958,1,0,0,0,1,0,0,1,0,0,0,0,0,02MAR25:03:31:00,,2024,Construction,27603,238160
2835182,Greenville NC,1012307,560130810,Baker Roofing,728 Greenville BLVD SW 105c,Greenville,NC,27858,238160,2012,"Roofing, Siding, Sheet Metal",1,1,12,21432,1,0,0,0,1,0,0,1,0,0,0,0,0,02MAR25:03:31:00,,2024,Construction,27858,238160
2669869,"Arapahoe Roofing and Sheet Metal, Inc.",1012407,840633163,"Arapahoe Roofing and Sheet Metal, Inc.",1501 S. Arthur Ave.,Louisville,CO,80027,238160,2012,Roofing contractors,1,22,183,298710,1,0,3,0,3,94,46,6,0,0,0,0,0,14FEB25:21:15:00,,2024,Construction,80027,238160
2844740,COMBDRCO-Ft Collins,1012466,850946832,"Bone Dry Commercial Roofing, Inc.",706 S College Ave Suite 200,Fort Collins,CO,80524,238160,2012,Asphalt roof shingle installation,1,21,11,9814,2,0,0,0,0,0,0,0,0,0,0,0,0,03MAR25:04:04:00,,2024,Construction,80524,238160
2844750,BDRIN-Ft Wayne,1012482,351883225,"Bone Dry Roofing, Inc",1211 Coliseum Blvd W,Fort Wayne,IN,46808,238160,2012,Asphalt roof shingle installation,1,1,10,18674,2,0,0,0,0,0,0,0,0,0,0,0,0,03MAR25:04:07:00,,2024,Construction,46808,238160
2843589,BDR-IndyNorth,1012916,351883225,"Bone Dry Roofing, Inc",7735 Winton Dr.,Indianapolis,IN,46268,238160,2012,Asphalt roof shingle installation,1,22,166,191080,1,0,2,1,5,35,150,8,0,0,0,0,0,21MAR25:16:07:00,,2024,Construction,46268,238160
2835165,COMBDRIN-IndyNorth,1013038,850946832,"Bone Dry Commercial Roofing, Inc.",7735 Winton Dr.,Indianapolis,IN,46268,238160,2012,Roof membrane installation,1,21,22,41960,1,0,1,2,0,1,14,2,1,0,0,0,0,02MAR25:03:10:00,,2024,Construction,46268,238160
2844805,BDRIN-Lafayette,1013061,351883225,"Bone Dry Roofing, Inc","1250 South Creasy Lane, Suite B",Lafayette,IN,47905,238160,2012,Asphalt roof shingle installation,1,21,25,32345,1,0,0,3,1,0,7,4,0,0,0,0,0,03MAR25:04:17:00,,2024,Construction,47905,238160
2844809,BDRKY-Lexington,1013144,351883225,"Bone Dry Roofing, Inc",1155 E New Circle Rd,Lexington,KY,40505,238160,2012,Asphalt roof shingle installation,1,1,18,26297,1,0,1,1,0,17,10,2,0,0,0,0,0,03MAR25:04:19:00,,2024,Construction,40505,238160
2771356,"Commercial Roofing Concepts, Inc",1013162,270529934,"Commercial Roofing Concepts, Inc.","570 Central Ave., Suite E",Lake Elsinore,CA,92530,238160,2012,Roofing,1,1,10,25847,2,0,0,0,0,0,0,0,0,0,0,0,0,27FEB25:00:15:00,,2024,Construction,92530,238160
2844813,BDRKY-Louisville,1013241,351883225,"Bone Dry Roofing, Inc",8130 New La Grange Rd,Louisville,KY,40222,238160,2012,Asphalt roof shingle installation,1,21,28,39719,1,0,1,0,0,2,0,1,0,0,0,0,0,03MAR25:04:23:00,,2024,Construction,40222,238160
2853269,BDRTN-Nashville,1013261,351883225,"Bone Dry Roofing, Inc",4201 Sidco Dr,Nashville,TN,37204,238160,2012,Asphalt roof shingle installation,1,1,5,11473,2,0,0,0,0,0,0,0,0,0,0,0,0,03MAR25:16:50:00,,2024,Construction,37204,238160
2612061,Bates Roofing LLC,1013308,204619351,Bates Roofing LLC,422 23rd St Se,Puyallup,WA,98372,238160,2012,Roofing contractors,1,21,19,29782,1,0,3,0,0,90,101,3,0,0,0,0,0,04FEB25:17:38:00,,2024,Construction,98372,238160
2844891,BDRFL-SarasotaNorth,1013382,853199207,"Bone Dry Roofing Florida, Inc.",5120 Middle Ave,Sarasota,FL,34234,238160,2012,Asphalt roof shingle installation,1,21,48,97442,1,0,0,1,2,0,30,3,0,0,0,0,0,03MAR25:04:43:00,,2024,Construction,34234,238160
2844677,BDRMO-St Louis,1013415,351883225,"Bone Dry Roofing, Inc",5895 Suemandy Dr,St Peters,MO,63376,238160,2012,Asphalt roof shingle installation,1,21,21,27367,1,0,1,0,0,60,60,1,0,0,0,0,0,03MAR25:03:50:00,,2024,Construction,63376,238160
2844920,BDRFL-Edgewater,1013479,853199207,"Bone Dry Roofing Florida, Inc.",129 W. Marion Ave.,Edgewater,FL,32132,238160,2012,Asphalt roof shingle installation,1,21,24,32028,1,0,0,0,4,0,0,3,0,0,0,0,1,03MAR25:04:51:00,,2024,Construction,32132,238160
2844861,BDRFL-SarasotaSouth,1013778,853199207,"Bone Dry Roofing Florida, Inc.",4240 Derek Way,Sarasota,FL,34233,238160,2012,Asphalt roof shingle installation,1,1,1,261,1,0,2,0,2,4,7,4,0,0,0,0,0,03MAR25:04:36:00,,2024,Construction,34233,238160
2844932,COMBDRIN-IndyEast,1013847,850946832,"Bone Dry Commercial Roofing, Inc.",749 S Grant Ave,Indianapolis,IN,46203,238160,2012,Roof membrane installation,1,21,50,79127,1,0,1,4,0,10,31,5,0,0,0,0,0,03MAR25:04:55:00,,2024,Construction,46203,238160
2844710,BDRIN-Bloomington,1013911,351883225,"Bone Dry Roofing, Inc",5264 W Vernal Pike,Bloomington,IN,47404,238160,2012,Asphalt roof shingle installation,1,21,18,33313,1,0,0,1,0,0,6,1,0,0,0,0,0,03MAR25:04:00:00,,2024,Construction,47404,238160
2809638,Firehouse Roofing,1016110,,Firehouse Roofing,3906 Industrial St,Rowlett,TX,75088,238160,2012,Roofing contractors,1,21,35,72800,2,0,0,0,0,0,0,0,0,0,0,0,0,28FEB25:17:32:00,,2024,Construction,75088,238160
2674321,Topside Construction Inc,1016185,911703664,Topside Roofing,161 E Horton Road,Bellingham,WA,98226,238160,2012,Roofing contractors,1,21,25,37822,1,0,0,1,0,0,5,1,0,0,0,0,0,17FEB25:18:16:00,,2024,Construction,98226,238160
2718098,Sierra Roofing and Solar,1017415,571143041,Sierra Roofing and Solar,6955 Sierra Ct. Ste. 102,Dublin,CA,94568,238160,2012,Roofing contractors,1,21,52,102900,1,0,4,0,2,116,0,6,0,0,0,0,0,22FEB25:14:28:00,,2024,Construction,94568,238160
2524391,MARION/SERVICE ROOFING & SHEET METAL CO,1018672,592462556,,1011 SW 33RD AVE STE 200,OCALA,FL,34474,238160,2012,Roofing contractors,1,21,30,47174,2,0,0,0,0,0,0,0,0,0,0,0,0,15JAN25:19:22:00,,2024,Construction,34474,238160
2809470,Versatile Roofing Systems Inc.,1018754,383595243,Versatile Roofing Systems Inc.,"62 East Lee St, Suite B",Grant,MI,49327,238160,2012,Roofing contractors,1,21,71,154750,1,0,2,0,0,174,0,2,0,0,0,0,0,28FEB25:17:27:00,,2024,Construction,49327,238160
2733932,Jolly Roofing & Contracting Colorado,1023422,621624798,Jolly Roofing & Contracting,4892 N Van Gordon Steet Unit 206,Wheat Ridge,CO,80033,238160,2012,Low slope roofing installation,1,1,10,16824,2,0,0,0,0,0,0,0,0,0,0,0,0,25FEB25:18:43:00,OSHA 300 submission for all establishments.,2024,Construction,80033,238160
2880239,Elo Restoration INC,1025085,464298926,Elo Restoration INC DBA Elo Roofing INC,3415 Kori Road,Jacksonville,FL,32257,238160,2012,Roofing contractors,1,21,70,73465,1,0,1,0,0,5,0,1,0,0,0,0,0,25MAR25:15:31:00,,2024,Construction,32257,238160
2766245,"Westshore Roofing, Inc.",1027257,770539475,"Westshore Roofing, Inc.",2245A Fortune Dr,San Jose,CA,95131,238160,2012,Asphalt roof shingle installation,1,21,32,60000,1,0,3,1,0,158,5,4,0,0,0,0,0,26FEB25:21:07:00,,2024,Construction,95131,238160
2858060,Central Homes LLC,1029755,364694639,Central Homes LLC,"1920 Boothe Cir, 200",Longwood,FL,32750,238160,2012,Roofing contractors,1,3,130,270400,1,0,1,0,0,1,0,1,0,0,0,0,0,04MAR25:16:10:00,,2024,Construction,32750,238160
2741836,Garcia Sheet Metal LLC,1029914,,Garcia Sheet Metal LLC,18219 Swamp Rd,Prairieville,LA,70769,238160,2012,Roofing contractors,1,21,128,144153,2,0,0,0,0,0,0,0,0,0,0,0,0,25FEB25:19:53:00,,2024,Construction,70769,238160
2684142,"The Roofing Company, Inc.",1030224,541901200,"The Roofing Company, Inc.",2106 Aluminum Ave. Suite A,Hampton,VA,23661,238160,2012,construction,1,21,27,37443,1,0,1,0,0,142,0,1,0,0,0,0,0,19FEB25:14:17:00,,2024,Construction,23661,238160
2585768,"Valentine Roofing, LLC",1032614,920435090,"Infinity Home Services Acquisition, LLC","400 Industry Drive, Ste 130",Tukwila,WA,98188,238160,2012,Roofing contractors,1,22,110,198102,1,0,9,3,6,101,85,18,0,0,0,0,0,30JAN25:20:23:00,,2024,Construction,98188,238160
1002859663,"Kingdom Roofing Services, Inc.",1033648,821072300,"Kingdom Roofing Services, Inc.",401 Commercial Ct Suite G,Venice,FL,34292,238160,2012,Roofing contractors,1,21,34,74760,2,0,0,0,0,0,0,0,0,0,0,0,0,01MAR25:17:37:02,,2024,Construction,34292,238160
2666355,"Mast Roofing & Construction, Inc.",1036198,202034518,"Mast Roofing & Construction, Inc.",3095 W Philadelphia Ave,Oley,PA,19547,238160,2012,Roofing contractors,1,21,26,47295,1,0,0,0,1,0,0,1,0,0,0,0,0,20FEB25:20:29:00,,2024,Construction,19547,238160
2767464,Metalmaster Roofmaster,1036278,363376644,Metalmaster Roofmaster,4800 Metalmaster Way,McHenry,IL,60050,238160,2012,Asphalt roof shingle installation,1,21,99,205920,1,0,1,0,0,63,0,1,0,0,0,0,0,26FEB25:21:43:00,,2024,Construction,60050,238160
2815245,"Buck Roofing & Construction, LLC.",1036539,431926624,"Buck Roofing & Construction, LLC.",9301 West 53rd Street,Merriam,KS,66203,238160,2012,Roofing contractors,1,21,48,90771,2,0,0,0,0,0,0,0,0,0,0,0,0,28FEB25:20:12:00,,2024,Construction,66203,238160
2745694,Axiom Roofing LLC.,1037828,862141500,Axiom Roofing LLC,1841 Front St,Lynden,WA,98264,238160,2012,Asphalt roof shingle installation,1,21,36,86027,1,0,3,0,1,89,0,4,0,0,0,0,0,25FEB25:23:36:00,,2024,Construction,98264,238160
2745708,Axiom Roofing Oregon LLC,1038127,862739917,Axiom Roofing Oregon LLC,26277 SW 95th Ave. Suite 404,Wilsonville,OR,97070,238160,2012,Low slope roofing installation,1,21,42,78293,1,0,0,1,0,0,170,1,0,0,0,0,0,26FEB25:00:10:00,,2024,Construction,97070,238160
2633291,Arry's Roofing,1041418,,Arry's Roofing,401 E Spruce St.,Tarpon Springs,FL,34689,238160,2012,Asphalt roof shingle installation,1,22,215,447200,1,0,4,1,0,57,251,5,0,0,0,0,0,10FEB25:10:59:00,,2024,Construction,34689,238160
2814386,7498 - 1-MAIN,1041787,760472889,RLB CONSTRUCTION LTD - ROOFTEC,6327 N SAM HOUSTON PKWY,HOUSTON,TX,77086,238160,2012,Roofing Contractors,1,21,26,52101,1,0,1,0,0,1,2,1,0,0,0,0,0,28FEB25:20:05:00,,2024,Construction,77086,238160
2786186,"Weaver Metal & Roofing, Inc.",1042039,161343726,"Weaver Metal & Roofing, Inc.",40 Appenheimer Avenue,Buffalo,NY,14214,238160,2012,Roofing contractors,1,21,51,84810,1,0,1,0,2,11,0,2,0,0,0,0,1,27FEB25:19:06:00,,2024,Construction,14214,238160
2654507,Local Roofs LLC,1042953,882982443,Local Roofs LLC,2550 Azurite Circle,Newbury Park,CA,91320,238160,2012,Roofing contractors,1,22,21,166400,1,0,0,0,10,0,0,10,0,0,0,0,0,12FEB25:00:08:00,,2024,Construction,91320,238160
2560790,Tidwell Construction dba Tidwell Roofing & Sheet Metal,1044125,363359556,Tidwell construction Ltd,630 Bonnie Lane,Elk Grove Village,IL,60007,238160,2012,Roofing contractors,1,21,26,46110,1,0,2,0,1,14,0,3,0,0,0,0,0,27JAN25:14:43:00,,2024,Construction,60007,238160
2784192,"Moriarty's Roofing, Inc.",1044739,474961412,"Moriarty's Roofing, Inc.",675 BRISA DEL MAR,SANTA CRUZ,CA,95060,238160,2012,Roofing contractors,1,21,32,64514,1,0,1,0,0,55,0,1,0,0,0,0,0,27FEB25:18:46:00,,2024,Construction,95060,238160
2535265,PRO ROOFING AND ASSOCIATE INC,1047806,260628684,PRO ROOFING AND ASSOCIATE INC,2895 S ORLANDO DR,SANFORD,FL,32773,238160,2012,Roofing contractors,1,21,25,47338,2,0,0,0,0,0,0,0,0,0,0,0,0,20JAN25:16:25:00,,2024,Construction,32773,238160
2652504,Stephens Painting Inc.,1050007,752641834,Stephens Painting Inc.,840 Valley Ln,Kennedale,TX,76060,238160,2012,"Painting, spraying, or coating, roof",1,21,43,91808,1,0,0,0,1,0,0,1,0,0,0,0,0,11FEB25:19:28:00,,2024,Construction,76060,238160
2688845,"High Desert Roofing, Inc.",1050438,850448418,"High Desert Roofing, Inc.",3210 Matthew Ave NE,Albuquerque,NM,87107,238160,2012,Roofing contractors,1,21,40,48589,2,0,0,0,0,0,0,0,0,0,0,0,0,19FEB25:17:41:00,,2024,Construction,87107,238160
2593544,Ace Roofing LLC,1050518,208967459,Ace Roofing LLC,PO Box 405,Wilsall,MT,59086,238160,2012,Asphalt roof shingle installation,1,21,31,66139,1,0,1,1,1,4,5,3,0,0,0,0,0,31JAN25:15:30:00,,2024,Construction,59086,238160
2549440,A & T Roofing and Exeriors LLC,1050529,872778557,A & T Roofing and Exeriors LLC,11082 Englenook DR,Jacksonville,FL,32246,238160,2012,Roofing,1,21,43,39852,2,0,0,0,0,0,0,0,0,0,0,0,0,23JAN25:14:35:00,,2024,Construction,32246,238160
2559903,Pinnacle Roofing Group,1050796,844581614,Pinnacle Roofing Group,1708 Lexington Green Lane,Sanford,FL,32771,238160,2012,Roofing,1,21,25,35000,1,0,1,0,0,10,0,1,0,0,0,0,0,25JAN25:14:50:00,,2024,Construction,32771,238160
2674354,Cardinal Roofing,1051118,651044422,Cardinal Roofing & Siding Company Inc.,1601 SE South Niemeyer Circle,Port Saint Lucie,FL,34952,238160,2012,Roofing contractors,1,22,84,152734,1,0,1,0,1,167,0,2,0,0,0,0,0,17FEB25:18:19:00,,2024,Construction,34952,238160
2500917,Empire Roofing Inc.,1051210,810495020,Empire Roofing Inc.,7338 Charolais St.,Billings,MT,59106,238160,2012,Roofing contractors,1,21,18,38394,2,0,0,0,0,0,0,0,0,0,0,0,0,03JAN25:22:00:00,,2024,Construction,59106,238160
2880612,More Consulting Corp.,1051305,261923534,More Consulting Corp.,19 Old Dock Road,Yaphank,NY,11980,238160,2012,Roofing contractors,1,22,35,3541931,2,0,0,0,0,0,0,0,0,0,0,0,0,25MAR25:15:35:00,,2024,Construction,11980,238160
2778937,Landmark,1052438,061450777,"Landmark Exteriors, Inc.",18 Sheehan Avenue,Norwalk,CT,06854,238160,2012,Roofing contractors,1,21,45,102088,2,0,0,0,0,0,0,0,0,0,0,0,0,27FEB25:16:45:00,,2024,Construction,06854,238160
2689024,McLaughlin,1052550,770260894,McLaughlin,"16020 Caputo Drive, Suite 200, 16020",Morgan Hill,CA,95037,238160,2012,"Painting, spraying, or coating, roof",1,21,50,71243,1,0,2,0,0,180,180,2,0,0,0,0,0,19FEB25:17:53:00,,2024,Construction,95037,238160
2553148,Roof Life of Oregon,1053248,931105023,PK Morin Enterprises Inc.  DBA: Roof Life of Oregon,11445 SW Tiedeman Ave,Tigard,OR,97223,238160,2012,Roofing contractors,1,2,35,54400,1,0,1,0,0,2,0,1,0,0,0,0,0,23JAN25:20:45:00,,2024,Construction,97223,238160
2887505,1st Choice Roofing Company,1053694,113793690,1st Choice Roofing Company,10311 Berea Rd,Cleveland,OH,44102,238160,2012,Roofing contractors,1,21,19,35298,1,0,1,0,0,5,0,1,0,0,0,0,0,29APR25:18:28:00,,2024,Construction,44102,238160
2879992,"Professional Sunshine Roofing, Inc.",1054274,208422845,"Professional Sunshine Roofing, Inc.",922 shadick Dr,Orange City,FL,32763,238160,2012,Asphalt roof shingle installation,1,21,56,116480,2,0,0,0,0,0,0,0,0,0,0,0,0,23MAR25:01:30:00,,2024,Construction,32763,238160
2504150,"Bigfoot Roofing & Construction, Inc",1059348,452492305,Bigfoot Roofing & Construction,2929 Edison Ave,Jacksonville,FL,32254,238160,2012,Roofing contractors,1,21,22,45600,2,0,0,0,0,0,0,0,0,0,0,0,0,07JAN25:16:48:00,,2024,Construction,32254,238160
2811729,3MG Solutions LLC dba 3MG Roofing,1059851,850562880,3MG Solutions LLC,1127 Solana Avenue,Winter Park,FL,32789,238160,2012,Roofing contractors,1,21,126,257972,1,0,1,0,2,9,0,3,0,0,0,0,0,28FEB25:18:48:00,,2024,Construction,32789,238160
2624555,Peachtree Roofing & Exteriors,1060083,462288016,M.W. Johnson Enterprises LLC,"1000 Holcomb Woods Parkway, Suite 416",Roswell,GA,30076,238160,2012,Roofing contractors,1,21,30,6240,2,0,0,0,0,0,0,0,0,0,0,0,0,06FEB25:18:05:00,,2024,Construction,30076,238160
2774616,DR Roof Inc,1061660,371781779,DR Roof Inc,1165 S 5th Street,Macclenny,FL,32063,238160,2012,Roofing contractors,1,21,45,2040,1,0,1,0,0,107,107,1,0,0,0,0,0,27FEB25:12:38:00,,2024,Construction,32063,238160
2887233,10 Men LLC,1064080,264445109,10 Men LLC,1923 N 42nd St,Omaha,NE,68111,238160,2012,Roofing contractors,1,21,42,2141,2,0,0,0,0,0,0,0,0,0,0,0,0,28APR25:18:44:00,,2024,Construction,68111,238160
2505248,Snyder Roofing of Oregon,1064198,931270887,Snyder Roofing of Oregon,12650 SW Hall Blvd,Tigard,OR,97223,238160,2012,Low slope roofing installation,1,22,111,229244,1,0,1,2,0,1,68,3,0,0,0,0,0,31JAN25:19:49:00,,2024,Construction,97223,238160
2686549,STERLING CONSTRUCTION,1064334,813262093,STERLING CONSTRUCTION CONTRACTORS LLC,6835 FORSYTHE DRIVE,PANAMA CITY,FL,32404,238160,2012,Roofing contractors,1,22,84,140479,2,0,0,0,0,0,0,0,0,0,0,0,0,19FEB25:15:52:00,,2024,Construction,32404,238160
2803631,"1133 West Main Rd Middletown, RI   02842",1064562,261684819,"A1 Roofing & Construction, LLC",1133 West Main Rd,Middletown,RI,02842,238160,2012,Asphalt roof shingle installation,1,21,45,94548,2,0,0,0,0,0,0,0,0,0,0,0,0,28FEB25:14:29:00,,2024,Construction,02842,238160
2546798,619 Roofing LLC,1065364,830928154,619 Roofing LLC,909 Rancheros Dr.,San Marcos,CA,92069,238160,2022,Roofing contractors,1,21,33,68640,1,0,3,2,0,96,108,5,0,0,0,0,0,22JAN25:19:26:00,,2024,Construction,92069,238160
2514353,SGK Enterprises Inc.,1065641,301209237,SGK Enterprises Inc.,"1001 Corporate Avenue, Suite 105",North Port,FL,34289,238160,2022,Roofing contractors,1,22,124,235679,1,0,8,0,1,320,0,8,0,0,0,0,1,14JAN25:14:08:00,,2024,Construction,34289,238160
2886104,Glandt Roofing LLC,1066301,832568405,Glandt Roofing LLC,7803 Triple Lakes Rd,East Carondelet,IL,62240,238160,2022,Roofing contractors,1,1,15,19585,2,0,0,0,0,0,0,0,0,0,0,0,0,16APR25:16:17:00,,2024,Construction,62240,238160
2579979,"Guarantee Roofing & Sheet Metal of SD, Inc.",1066922,,"Guarantee Roofing & Sheet Metal of SD, Inc.",600 N Ebenezer Ave.,SIOUX FALLS,SD,57107,238160,2022,Roofing contractors,1,21,55,154681,1,0,1,1,7,5,45,9,0,0,0,0,0,29JAN25:20:57:00,,2024,Construction,57107,238160
