establishment_name|company_name|state|establishment_type|size|annual_average_employees|total_hours_worked|ein|filter_list_company_name|stripped_company_name|company_name_multiple_match
Saukville|JT Rams LLC|WI|1|21|30|43232|452862309|'JT Rams'|jt rams|false
warehouse|JRT Top Notch Roofs, LLC|WI|1|21|20|23462|452933462|'JRT Top Notch Roofs LLC'|jrt top notch roofs|false
Myerstown|GAF|PA|1|2|150|310500|741925368|'GAF'|gaf|false
Corporate Office|GAF|NJ|1|3|746|3742560|364866695|'GAF'|gaf|false
Dallas|GAF|TX|1|2|154|310725|205980312|'GAF'|gaf|false
ATLAS ROOFING CORPORATION|ATLAS ROOFING CORPORATION|TX|1|2|107|264759|640661823|'Atlas Roofing Company', 'Atlas Roofing Corp.'|atlas roofing|true
White Castle Lincoln|White Castle Roofing|NE|1|22|192|382180|753006516|'White Castle Roofing'|white castle roofing|false
A Brooks Roofing Inc|A Brooks Roofing Inc|NJ|1|21|59|88745|222902030|'A Brooks Roofing Inc.'|a brooks roofing|false
Phoenix|GAF|AR|1|2|27|62047|270673916|'GAF'|gaf|false
Stockton|GAF|CA|1|2|32|82588|223626208|'GAF'|gaf|false
New Columbia TPO|GAF|PA|1|22|105|270764|813158452|'GAF'|gaf|false
Owens Corning Gastonia|Owens Corning|NC|1|2|82|164825|743189734|'Owens Corning'|owens corning|false
Gustav Keoni dba Precision Construction Services|Precision Construction Services|CA|1|21|43|66821||'Precision Construction Services'|precision|false
Aspen Group LTD.|BlueThread Services|CO|1|21|70|195250||'BlueThread Services'|bluethread|false
B-E Controls LLC|B-E Controls LLC|WI|1|1|8|8203|454536522|'B-E Controls'|b-e controls|false
Four Seasons Atlanta|Four Seasons|GA|1|3|274|415781|582297566|'Four Seasons Construction LLC'|four seasons|false
Hart Street Warehouse|Window World, Inc.|HI|1|2|70|134400|942978093|'Window World Inc.'|window world|false
Gluth Brothers Roofing Company Inc.|Gluth Brothers Roofing Company Inc.|IN|1|21|63|93312|351850178|'Gluth Brothers Roofing Co. Inc.'|gluth brothers roofing|false
Great Lakes Manufacturing|Great Lakes Manufacturing|PA|1|2|88|197859|232922556|'Great Lakes Systems Inc.'|great lakes|false
Aspen Contracting Inc|Aspen Contracting Inc|MO|1|3|235|470000|510587434|'Aspen Contracting Inc.'|aspen contracting|false
Roof Maintenance Systems|Roof Maintenance Systems|NJ|1|21|18|28777|222016917|'Roof Maintenance Systems'|roof maintenance|false
Industrial Cork|Industrial Cork|IL|1|2|18|36651|362068142|'Industrial Cork Co. Inc.'|industrial cork|false
Restoration Systems Inc|Restoration Systems Inc|MN|1|21|78|119700|411890683|'Restoration Services Inc.'|restoration|false
Aderhold Roofing Corporation|Aderhold Roofing|FL|1|21|48|88607|275227926|'Aderhold Roofing'|aderhold roofing|false
Rain King, Inc.|Rain King, Inc.|TX|1|21|80|128995|742775327|'Rain King Inc.'|rain king|false
Alabama Roofing & Sheet Metal Co Inc.|Alabama Roofing & Sheet Metal Co Inc.|AL|1|21|23|49986|630509232|'Alabama Roofing & Sheet Metal Inc.'|alabama roofing & sheet metal|false
Highland - Raleigh|Highland Roofing Company|NC|1|21|27|52844||'Highland Roofing Co. Inc.', 'Highland Roofing Company'|highland roofing|true
roofing contractor|Stinson Services Inc|MN|1|1|12|24768||'Stinson Services Inc.'|stinson|false
Highland - Wilmington|Highland Roofing Company|NC|1|21|39|74620||'Highland Roofing Co. Inc.', 'Highland Roofing Company'|highland roofing|true
Custofoam Corporation|Custofoam Corp.|WI|1|21|23|34768|391178726|'Custofoam Corp.'|custofoam|false
Tallahassee Roofing Inc|Tallahassee Roofing Inc|FL|1|21|40|46632|261356134|'Tallahassee Roofing Inc.'|tallahassee roofing|false
Precision Manufacturing Company Inc.|Precision Manufacturing Company Inc.|OH|1|22|98|179438|310735816|'Precision Construction Services'|precision|false
Palmer Services LLC|Palmer Services LLC|TX|1|2|42|88600|308939364|'Palmer Construction'|palmer|false
AOC Tennessee Resins|Alpha Corporation|TN|1|2|66|188271|621576207|'Alpha Construction Services'|alpha|false
O'Neal Industries|O'Neal Manufacturing|PA|1|21|86|178184||'O'Neal Construction'|o'neal|false
Jim Murray Roofing, Inc.|Jim Murray Roofing, Inc.|CA|1|21|47|89333|814059502|'Jim Murray Roofing Inc'|jim murray roofing|false
Westlake Royal Roofing LLC-Corona|Westlake Royal Roofing LLC|CA|1|21|58|121458|330769563|'Westlake Royal Roofing'|westlake royal roofing|false
J&B Installations, Inc.|J&B Installations, Inc.|NY|1|21|82|118913|161160437|'J&B Installations Inc.'|j&b installations|false
TRANS COASTAL CONSTRUCTION|TRANS COASTAL CONSTRUCTION|FL|1|1|11|17394|591566091|'Trans Coastal Construction'|trans coastal|false
RSI of Florida, LLC|RSI of Florida, LLC|FL|1|21|41|86206|592574965|'RSI of Florida Inc.'|rsi of florida|false
Atlas - Phoenix|Atlas Roofing Corp|AZ|1|21|26|55230|640661823|'Atlas Roofing Company', 'Atlas Roofing Corp.'|atlas roofing|true
Atlas - Northglenn|Atlas Roofing Corporation|CO|1|21|31|62956|640661823|'Atlas Roofing Company', 'Atlas Roofing Corp.'|atlas roofing|true
Diversified Roofing|Diversified Roofing|AZ|1|3|456|866910|860599690|'Diversified Roofing'|diversified roofing|false
Stonewater Roofing|Stonewater Roofing|TX|1|21|90|3600|273642939|'Stonewater Roofing'|stonewater roofing|false
Charleston SC IW Plant|Owens Corning|SC|1|2|33|55887|930957943|'Owens Corning'|owens corning|false
Commonwealth Building Inc.|Commonwealth Building Inc.|MA|1|2|33|68640|42706053|'Commonwealth Building Systems LLC'|commonwealth building|false
Webco Industries - Mannford Speciality Tube|Webco Industries|OK|1|22|230|458302|731097133|'WEBCO Services LLC'|webco|false
Blair Rubber Company|IKO Industries LTD|OH|1|21|53|139746|341351173|'IKO Industries'|iko|false
Above Roofing Inc.|Above Roofing|MI|1|2|18|34643|383465794|'Above Roofing LLC'|above roofing|false
McEnany Roofing, Inc T|McEnany Roofing, Inc|FL|1|22|140|219374|592583665|'McEnany Roofing Inc.'|mcenany roofing|false
Spann Roofing & Sheet Metal, Inc.|Spann Roofing & Sheet Metal, Inc.|SC|1|21|84|172153|570373011|'Spann Roofing & Sheet Metal Inc.'|spann roofing & sheet metal|false
NRG Cedar Bayou Generating Station|NRG|TX|1|2|71|150356|442011440|'NRG Construction LLC'|nrg|false
BARCO ENTERPRISES INC|BARCO ENTERPRISES INC|MD|1|2|35|61866||'Barco Consulting Inc.'|barco|false
Cardinal Roofing, Inc.|Cardinal Roofing, Inc.|TX|1|21|54|121519|751802132|'Cardinal Roofing', 'Cardinal Roofing Inc.'|cardinal roofing|true
CRW Inc|CRW Inc|OH|1|21|65|135388|341576048|'CRW Inc.'|crw|false
O'Neal Contracting, Inc.|O'Neal Roofing Company|FL|1|2|20|23970|593126643|'O'Neal Roofing Co. Inc.'|o'neal roofing|false
O'Neal Roofing Company|O'Neal Roofing Company|FL|1|21|26|35788|592015309|'O'Neal Roofing Co. Inc.'|o'neal roofing|false
Gillespie Roofing, Inc.|Gillespie Roofing, Inc.|WA|1|1|13|25295|911334128|'Gillespie Roofing Inc.'|gillespie roofing|false
Premier Industries|Premier Industries|MI|1|21|23|41883|872490829|'Premier Enterprises'|premier|false
Tri-State Roofing & Sheet Metal Company|Tri-State Roofing & Sheet Metal|WV|1|21|21|34890|471425515|'Tri-State Roofing & Sheet Metal Company'|tri-state roofing & sheet metal|false
M. Potteiger Inc.|M. Potteiger Inc.|PA|1|21|24|41044|231709914|'M. Potteiger Inc.'|m. potteiger|false
Allweather Roof|Allweather Roof|MN|1|21|95|165609|411536214|'Allweather Roof'|allweather roof|false
Rackley Roofing Co Inc|Rackley Roofing Co Inc|TN|1|22|122|180182|620932570|'Rackley Roofing Co. Inc.'|rackley roofing|false
Owens Corning Denver Roofing|Owens Corning|CO|1|2|120|239594|320176634|'Owens Corning'|owens corning|false
Owens Corning Denver Asphalt|Owens Corning|CO|1|2|24|46648|320176634|'Owens Corning'|owens corning|false
Corporate - Mall Of America|Corporate|MN|1|3|1335|1129777|364309812|'Corporate Contractors Inc.'|corporate|false
North American Construction Services|North American Construction Services|AL|1|21|60|180386||'North American Contractors'|north american|false
Hertless Brothers Roofing, Inc.|Hertless Brothers Roofing, Inc.|VA|1|21|20|31699|202009976|'Hertless Brothers Roofing Inc.'|hertless brothers roofing|false
Red Pointe Roofing, LP|Red Pointe Roofing, LP|CA|1|22|112|236757|900957014|'Red Pointe Roofing'|red pointe roofing|false
Pax Deridder|Pax LLC|LA|1|1|13|34158||'PAX Services Group'|pax|false
Pax Gonzales|Pax LLC|LA|1|21|32|73036||'PAX Services Group'|pax|false
CertainTeed Corporation Williamsport Maryland|CertainTeed Corporation|MD|1|3|308|606068||'CertainTeed LLC'|certainteed|false
Gables of Ojai|Parsons Group|CA|1|21|64|87059|43682461|'Parsons Corporation'|parsons|false
Anderson Construction Company of Fort Gaines|Anderson Construction Company|GA|1|2|89|185597|580974798|'Anderson Associates'|anderson|false
Pro Services Construction|Pro Services Construction|KY|1|2|22|41245|920193998|'Pro Services CO LLC'|pro|false
Baltimore|GAF|MD|1|2|166|413077|223626208|'GAF'|gaf|false
Minneapolis|GAF|MN|1|2|127|320776|223626208|'GAF'|gaf|false
Shafter Shingle|GAF|CA|1|2|159|448976|741925368|'GAF'|gaf|false
Mt. Vernon Shingle|GAF|IN|1|2|225|445911|223626208|'GAF'|gaf|false
Fontana|GAF|CA|1|2|120|265695|223626208|'GAF'|gaf|false
Statesboro|GAF|GA|1|21|78|160390|223626208|'GAF'|gaf|false
Gainesville|GAF|TX|1|22|115|258798|204921692|'GAF'|gaf|false
United Construction Company Inc|United Construction Company Inc|WV|1|22|100|215887|550676159|'United Contractors'|united|false
Burgaw|GAF|NC|1|22|240|498308|582394554|'GAF'|gaf|false
Cedar City|GAF|UT|1|21|81|173761|461261209|'GAF'|gaf|false
Ennis Mat|GAF|TX|1|21|76|246799|741925368|'GAF'|gaf|false
Ennis Roofing|GAF|TX|1|2|173|550717|741925368|'GAF'|gaf|false
Shafter Glass Mat|GAF|CA|1|1|90|237461|741925368|'GAF'|gaf|false
Peru|GAF|IL|1|21|36|25314|223626208|'GAF'|gaf|false
International Roofing Corporation|International Roofing Corporation|VA|1|21|24|44157|541500362|'International Roofing Corp.'|international roofing|false
Quality Roofing, Inc|Quality Roofing, Inc|FL|1|22|138|346713|900679536|'Quality Roofing', 'Quality Roofing Inc.', 'Quality Roofing Solutions', 'Quality Roofing Solutions LLC'|quality roofing|true
Cross Technologies Inc Nissan Canton|Cross Technologies Inc|MS|1|2|28|60347|560600094|'Cross Construction CO. INC.'|cross|false
Cross Technologies Inc Nissan Smyrna|Cross Technologies Inc|TN|1|2|36|68137|560600094|'Cross Construction CO. INC.'|cross|false
Cross Technologies Inc Oklahoma City|Cross Technologies Inc|OK|1|2|46|92612|560600094|'Cross Construction CO. INC.'|cross|false
Cross Technologies Inc Whitsett|Cross Technologies Inc|NC|1|2|75|144102|560600094|'Cross Construction CO. INC.'|cross|false
Cross Technologies Automation Group|Cross Technologies Inc|NC|1|2|45|90132|560600094|'Cross Construction CO. INC.'|cross|false
Cross Technologies Inc Knoxville|Cross Technologies Inc|TN|1|21|54|108442|560600094|'Cross Construction CO. INC.'|cross|false
Cross Technologies Inc Greenville|Cross Technologies Inc|SC|1|2|24|47127|560600094|'Cross Construction CO. INC.'|cross|false
Cross Technologies Inc Raleigh|Cross Technologies Inc|NC|1|2|23|45805|560600094|'Cross Construction CO. INC.'|cross|false
Cross Technologies Inc Asheville Hose and Fitting|Cross Technologies Inc|NC|1|21|20|36416|560600094|'Cross Construction CO. INC.'|cross|false
NorthStar Technologies Warehouse|NorthStar Technologies|WV|1|22|98|170701|824801116|'NorthStar Construction Services Corp.'|northstar|false
Atlas Roofing Corporation|ATLAS ROOFING CORPORATION|GA|1|2|90|235549|640661823|'Atlas Roofing Company', 'Atlas Roofing Corp.'|atlas roofing|true
Hartford South, LLC|Hartford South, LLC|FL|1|22|102|138658||'Hartford South LLC'|hartford south|false
Celoseal Roofing Inc.|Celoseal Roofing Inc.|CA|1|21|38|60024|952647166|'Celoseal Roofing Inc.'|celoseal roofing|false
Warren Construction & Roofing, Inc|Warren Construction & Roofing, Inc|CA|1|21|34|63356|202626621|'Warren Construction & Roofing Inc.'|warren construction & roofing|false
O'Neal Manufacturing Services|O'Neal Manufacturing Services|IN|1|2|125|230103|464009446|'O'Neal Construction'|o'neal|false
Independent Roofing Company Inc|Independent Roofing Company Inc|NE|1|21|35|55733|470410807|'Independent Roofing Company Inc.', 'Independent Roofing Systems Inc.'|independent roofing|true
Schulte Roofing|Schulte Roofing|TX|1|21|27|54553|810555670|'Schulte Roofing Inc.'|schulte roofing|false
Enviro-Tech Industries|Enviro-Tech Industries|ID|1|21|43|79488|820488436|'Enviro-Tech LLC'|enviro-tech|false
DB2 Services Inc|DB2 Services Inc|KS|1|21|76|127918|264075785|'DB2 Services Inc.'|db2|false
Advanced Roofing, Inc.|Advanced Roofing, Inc.|MI|1|21|21|33670|382819536|'Advanced Roofing Inc.', 'Advanced Roofing Services Inc.', 'Advanced Roofing Systems Inc.', 'Advanced Roofing Systems Ltd.'|advanced roofing|true
Delta Innovative Services Inc|Delta Innovative Services|KS|1|22|143|261520|200820115|'Delta Innovative Services'|delta innovative|false
McCarthy Building Companies, Inc. - JN 8107 - Emory Heart & Vascular|McCarthy Building Companies, Inc.|GA|1|21|28|59278|430399290|'McCarthy Building Companies'|mccarthy building companies|false
McPhillips Bros. Roofing Co|McPhillips Bros. Roofing Co|MN|1|21|40|44437|411521988|'McPhillips Bros. Roofing Co.'|mcphillips bros. roofing|false
Owens Corning|Owens Corning|MO|1|22|209|458875||'Owens Corning'|owens corning|false
McCarthy Building Companies, Inc. - JN 2250 - Mayhill Rd. Project|McCarthy Building Companies, Inc.|TX|1|21|20|41707|430399290|'McCarthy Building Companies'|mccarthy building companies|false
McCarthy Building Companies, Inc. - SED-B & NB 7A Project|McCarthy Building Companies, Inc.|TX|1|21|26|53656|430399290|'McCarthy Building Companies'|mccarthy building companies|false
McCarthy Building Companies, Inc. - JN 2219 - HOU Methodist Cypress Hospital|McCarthy Building Companies, Inc.|TX|1|22|171|355118|430399290|'McCarthy Building Companies'|mccarthy building companies|false
McCarthy Building Companies, Inc. - JN 2214 - Ismaili Center Houston|McCarthy Building Companies|TX|1|22|126|261072|430399290|'McCarthy Building Companies'|mccarthy building companies|false
McCarthy Building Companies, Inc. - Dallas Office|McCarthy Building Companies, Inc.|TX|1|22|116|241175|430399290|'McCarthy Building Companies'|mccarthy building companies|false
McCarthy Building Companies, Inc. - JN 2241 - Barbours Cut Container Yard|McCarthy Building Companies, Inc.|TX|1|21|26|53839|430399290|'McCarthy Building Companies'|mccarthy building companies|false
POB Main Str Term 1 - Phase B|McCarthy Building Companies, Inc.|TX|1|2|60|124450|430399290|'McCarthy Building Companies'|mccarthy building companies|false
McCarthy Building Companies, Inc. - POH Wharf 6|McCarthy Building Companies, Inc.|TX|1|2|80|166357|430399290|'McCarthy Building Companies'|mccarthy building companies|false
McCarthy Building Companies, Inc. - POH Berth 8|McCarthy Building Companies|TX|1|2|28|58727|430399290|'McCarthy Building Companies'|mccarthy building companies|false
McCarthy Building Companies, Inc. - NEWPP Central Plant|McCarthy Building Companies|TX|1|21|66|136451|430399290|'McCarthy Building Companies'|mccarthy building companies|false
McCarthy Building Companies, Inc. - Marine & Industrial Office|McCarthy Building Companies|TX|1|2|49|101650|430399290|'McCarthy Building Companies'|mccarthy building companies|false
McCarthy Building Companies, Inc. - JN 2255.000 - Samsung Gab 1 Modules|McCarthy Building Companies, Inc.|TX|1|21|31|64513|430399290|'McCarthy Building Companies'|mccarthy building companies|false
TCH Austin Main Project|McCarthy Building Companies|TX|1|2|53|109770|430399290|'McCarthy Building Companies'|mccarthy building companies|false
McCarthy Building Companies - Houston Office|McCarthy Building Companies|TX|1|2|50|103837|430399290|'McCarthy Building Companies'|mccarthy building companies|false
McCarthy Building Companies, Inc. - Southern Region Atlanta Office|McCarthy Building Companies, Inc|GA|1|2|65|136011|430399290|'McCarthy Building Companies'|mccarthy building companies|false
ARCHITECTURAL SHEET METAL, INC|ARCHITECTURAL SHEET METAL, INC|WA|1|21|30|50530|911160776|'Architectural Sheet Metal Inc.'|architectural sheet metal|false
Other Miscellaneous Electrical Equipment and Component Manufacturing|Alpha Technologies Services Inc|WA|1|3|300|447312||'Alpha Construction Services'|alpha|false
Valdosta|GAF|GA|1|21|24|19525|223626208|'GAF'|gaf|false
Tuscaloosa|GAF|AL|1|2|159|346448|751509396|'GAF'|gaf|false
Tampa|GAF|FL|1|2|119|316205|223626208|'GAF'|gaf|false
Cumming|GAF|GA|1|21|33|72448|203531649|'GAF'|gaf|false
Chester|GAF|SC|1|21|98|173476|223626208|'GAF'|gaf|false
Tech Manufacturing|Tech Manufacturing|MO|1|21|80|154240|912188411|'Tech Corp LLC', 'Tech Systems Inc.'|tech|true
Shay Roofing Inc.|Shay Roofing INC.|IL|1|21|65|109962|371298422|'Shay Roofing Inc.'|shay roofing|false
C & S Roofing Company|C & S Roofing Company|FL|1|21|84|222588|592009879|'C & S Roofing'|c & s roofing|false
Lutz Roofing|Lutz Roofing|MI|1|22|222|335968||'Lutz Roofing Co. Inc.'|lutz roofing|false
Atlas Roofing Corporation|Atlas Roofing Corporation|GA|1|21|40|101379|640661823|'Atlas Roofing Company', 'Atlas Roofing Corp.'|atlas roofing|true
Bitec Inc|Bitec Inc|AR|1|2|54|123499|710640983|'Bitec Inc.'|bitec|false
Continental Tire the Americas, LLC|Continental Tire the Americas LLC|GA|1|3|302|606379|341417030|'Continental Tire the Americas LLC.'|continental tire the americas|false
Great Lakes Solutions LLC|Great Lakes Solutions LLC|MI|1|21|92|191249|872485066|'Great Lakes Systems Inc.'|great lakes|false
Peterson Cotractors, Inc.|Peterson Contractors Inc.|IA|1|3|530|1400219|420921654|'Peterson Consulting Group'|peterson|false
CRAWFORD ROOFING INC.|CRAWFORD ROOFING INC.|OK|1|21|75|73260|730951924|'Crawford Roofing Corp.', 'Crawford Roofing Inc.'|crawford roofing|true
Empire Roofing Inc.|Empire Roofing Inc.|MT|1|21|20|33938|810495020|'Empire Roofing Corp.', 'Empire Roofing Inc.', 'Empire Roofing LLC', 'Empire Roofing Solutions', 'Empire Roofing Systems Inc.', 'Empire Roofing, Inc.'|empire roofing|true
Laraway Roofing, Inc.|Laraway Roofing, Inc.|MN|1|1|9|17145|410986127|'Laraway Roofing Inc.'|laraway roofing|false
Nor-Son Construction|Anderson Group Inc|MN|1|2|60|117238|873873087|'Anderson Associates'|anderson|false
Granite City Roofing, Inc.|Granite City Roofing, Inc.|MN|1|21|33|55568|411266940|'Granite City Roofing Inc.'|granite city roofing|false
United Manufacturing Inc.|United Manufacturing Inc.|KS|1|21|24|49920|480684406|'United Contractors'|united|false
Nor-Son Custom Builders|Anderson Group Inc|MN|1|2|67|126095|411321194|'Anderson Associates'|anderson|false
Mid-South Roof Systems|Mid-South Roof Systems|GA|1|22|192|473000|581876904|'Mid-South Roof Systems'|mid-south roof|false
Roof Check Inc|Roof Check Inc|CO|1|21|60|117248|841035057|'Roof Check Inc.'|roof check|false
Quality Roofing Contractors of Southeast Missouri, Inc.|Quality Roofing Contractors of Southeast Missouri, Inc.|MO|1|21|97|226193|431200791|'Quality Roofing Contractors of Southeast Missouri Inc.'|quality roofing contractors of southeast missouri|false
Alpha Technologies Services Inc.|Alpha Technologies Services Inc.|WA|1|2|150|244909|912025134|'Alpha Construction Services'|alpha|false
Great Lakes|Great Lakes|MI|1|21|29|40020|510139244|'Great Lakes Systems Inc.'|great lakes|false
WATER CONTROL ROOFING COMPANY INC|WATER CONTROL ROOFING COMPANY INC|TN|1|21|41|73883|621225632|'Water Control Roofing Co.'|water control roofing|false
Precision Industries Inc.|Precision Industries|GA|1|21|40|109530|480758278|'Precision Construction Services'|precision|false
Westlake Royal Roofing LLC - Rialto|Westlake Royal Roofing LLC|CA|1|21|81|200487|330769563|'Westlake Royal Roofing'|westlake royal roofing|false
Office|BP Builders|MO|1|2|23|46840|811488183|'BP Builders'|bp builders|false
Pfeifer Roofing, Inc|Pfeifer Roofing, Inc.|OR|1|21|77|167900|931225470|'Pfeifer Roofing Inc.'|pfeifer roofing|false
Skyway Roofing, Inc.|Skyway Roofing, Inc.|NY|1|21|37|65929|141763964|'Skyway Roofing Inc.'|skyway roofing|false
GKL Companies, Inc.|GKL Companies, Inc.|AL|1|1|17|33592|631050306|'GKL Companies Inc.'|gkl companies|false
Westlake - Stockton|Westlake Royal Roofing|CA|1|21|32|97013||'Westlake Royal Roofing'|westlake royal roofing|false
Westlake - Lathrop|Westlake Royal Roofing|CA|1|21|34|69152||'Westlake Royal Roofing'|westlake royal roofing|false
Atlas Roofing Corporation|Atlas Roofing|VA|1|21|35|79796|640661823|'Atlas Roofing Company', 'Atlas Roofing Corp.'|atlas roofing|true
ALLIED CONSTRUCTION MANAGEMENT|ALLIED CONSTRUCTION MANAGEMENT|NJ|1|2|60|109373|223558617|'Allied Construction Services'|allied|false
J.L. Adler Roofing & Sheet Metal, Inc.|J.L. Adler Roofing & Sheet Metal, Inc.|IL|1|21|56|96872|362302162|'J.L. Adler Roofing & Sheet Metal Inc.'|j.l. adler roofing & sheet metal|false
Atlas molded products, a division of atlas roofing corporation|Atlas roofing corporation|AZ|1|21|63|127972|640661823|'Atlas Roofing Company', 'Atlas Roofing Corp.'|atlas roofing|true
Atlas Molded Products - Denver|Atlas Roofing|CO|1|21|23|36635|640661823|'Atlas Roofing Company', 'Atlas Roofing Corp.'|atlas roofing|true
John A. Dalsin & Son Inc|John A. Dalsin & Son Inc|MN|1|21|83|151216|411408661|'John A. Dalsin & Son Inc.'|john a. dalsin & son|false
Professional Construction Inc.|Professional Construction Inc.|WI|1|2|22|45000|201338948|'Professional Construction Services Inc.'|professional|false
Wayne's Roofing, Inc.|Wayne's Roofing, Inc.|WA|1|22|127|212937|910949176|'Wayne's Roofing Inc.'|wayne's roofing|false
Summit Engineering Corporation|SUMMIT ENGINEERING CORPORATION|NV|1|21|35|33512|110150665|'Summit Engineering Consulting'|summit engineering|false
Industrial First, Inc.|Industrial First, Inc.|OH|1|22|142|282790||'Industrial First Inc.'|industrial first|false
Modern Roofing, Inc.|Modern Roofing, Inc.|MI|1|21|56|89674|382184928|'Modern Roofing Inc.', 'Modern Roofing LLC'|modern roofing|true
Damschroder Roofing, Inc.|DAMSCHRODER ROOFING INC|OH|1|21|49|83942|342037110|'Damschroder Roofing LLC'|damschroder roofing|false
Crescent Park Corporation - C-11|Crescent Corporation|OH|1|2|135|479896|311222308|'Crescent Construction Services'|crescent|false
Frost Roofing, Inc.|Frost Roofing, Inc.|OH|1|21|27|58630|300040717|'Frost Roofing Inc.'|frost roofing|false
Service Roofing Company|Service Roofing Company|IA|1|21|21|26405|420895028|'Service Roofing Co.'|service roofing|false
Recovery Roofing Inc|Recovery Roofing Inc|FL|1|21|40|55652|843651605|'Recovery Roofing Inc.'|recovery roofing|false
New Excelsior Inc|Alpha Industries Inc|NC|1|2|59|113903|464271510|'Alpha Construction Services'|alpha|false
Westlake-Henderson|WESTLAKE ROYAL ROOFING|NV|1|21|36|88216|330769563|'Westlake Royal Roofing'|westlake royal roofing|false
Progressive Roofing Inc.|Progressive Roofing Inc.|MA|1|1|15|27147|43425540|'Progressive Roofing', 'Progressive Roofing Inc.', 'Progressive Roofing Services'|progressive roofing|true
Skyline Roofing Inc.|Skyline Roofing, Incorporated|VA|1|21|55|126196|205864185|'Skyline Roofing Inc.', 'Skyline Roofing Services LLC'|skyline roofing|true
Apple Roofing Corp.|Apple Roofing Corp.|NY|1|21|37|66471|161198739|'Apple Roofing Corp.'|apple roofing|false
Anderson Systems Inc.|Anderson Systems Inc.|CA|1|2|102|187887|770106803|'Anderson Associates'|anderson|false
Tremco CPG Inc.|Tremco CPG Inc.|RI|1|21|59|111359|872508379|'Tremco CPG Inc.'|tremco cpg|false
Molloy Roofing Company|Molloy Roofing Company|OH|1|21|49|87330|310787317|'Molloy Roofing Co.'|molloy roofing|false
Willham Roofing Co. Inc.|Willham Roofing Co. Inc.|OH|1|21|24|58732||'Willham Roofing Co. Inc.'|willham roofing|false
Atlas Molded Products|Atlas Roofing Corporation|TX|1|21|49|83525|640661823|'Atlas Roofing Company', 'Atlas Roofing Corp.'|atlas roofing|true
Atlas Molded Products - A division of Atlas Roofing Corporation|Atlas Roofing Corporation|UT|1|21|41|69375|640661823|'Atlas Roofing Company', 'Atlas Roofing Corp.'|atlas roofing|true
WWRC Inc|WWRC Inc|NM|1|21|36|50998|850424702|'WWRC Inc.'|wwrc|false
A.H. Sturgill Roofing, Inc.|A.H. Sturgill Roofing, Inc.|OH|1|2|32|53983|311366660|'A.H. Sturgill Roofing Inc.'|a.h. sturgill roofing|false
GM Construction LLC|GM Construction LLC|NV|1|21|87|119373|472223810|'GM Consulting LLC'|gm|false
Wicks Roofing|Wicks Roofing|CA|1|21|96|198792|770418522|'Wicks Roofing Inc'|wicks roofing|false
CertainTeed|CertainTeed|PA|1|21|65|117115|232510893|'CertainTeed LLC'|certainteed|false
Premier Manufacturing & Supply Chain Services, Inc|Premier Manufacturing|CO|1|21|75|114000|841518489|'Premier Enterprises'|premier|false
Central States Roofing|Central States Roofing & Insulating Company|CO|1|21|60|117406|840384567|'Central States Roofing & Insulating Co.'|central states roofing & insulating|false
Elens & Maichin Roofing & Sheet Metal, Inc.|Elens & Maichin Roofing & Sheet Metal, Inc.|IL|1|21|38|64007|362807358|'Elens & Maichin Roofing & Sheet Metal Inc.'|elens & maichin roofing & sheet metal|false
Ace Roofing LLC|Ace Roofing LLC|MT|1|21|30|57696|208967459|'Ace Roofing', 'Ace Roofing Inc.'|ace roofing|true
Bell Roof Company|Bell Roof Company|CA|1|21|37|58767|951620634|'Bell Roof Co.'|bell roof|false
Mint Roofing, Inc|Mint Roofing|MN|1|21|55|105593|810389786|'Mint Roofing Inc.'|mint roofing|false
Owens Corning|Owens Corning|TX|1|22|105|249600||'Owens Corning'|owens corning|false
Jeff Eubank Roofing|Jeff Eubank Roofing|TX|1|21|70|158425|752250258|'Jeff Eubank Roofing Co. Inc.'|jeff eubank roofing|false
The Ray Company, Inc.|The Ray Company, Inc.|NC|1|1|16|32139|560482744|'The RAY Company, Inc.'|the ray company|false
South Central Roofing, Inc.|South Central Roofing, Inc.|IN|1|1|19|32379|352087207|'South Central Roofing Inc.'|south central roofing|false
Atlas Roofing Corporation|Atlas Roofing Corporation|MS|1|2|210|587588|640661823|'Atlas Roofing Company', 'Atlas Roofing Corp.'|atlas roofing|true
O'Neal Manufacturing Services Houston|O'Neal Industries|TX|1|22|111|219145|464009440|'O'Neal Construction'|o'neal|false
Coleman County Medical Center|Preferred Management Corp|OK|1|22|120|247600|453780407|'Preferred Construction Services Inc.'|preferred|false
United Group Services|United Group Services|OH|1|3|345|829629|311035659|'United Contractors'|united|false
Elite Welding Academy|United Group Services|OH|1|1|17|36104|510606029|'United Contractors'|united|false
Central Roofing, LLC.|Central Roofing, LLC.|IL|1|21|53|103613|454310902|'Central Roofing', 'Central Roofing Co.', 'Central Roofing Inc.', 'Central Roofing LLC'|central roofing|true
Paul Crandall & Associates Inc|Paul Crandall & Associates Inc|WI|1|21|24|33807|391615863|'Paul Crandall & Associates Inc.'|paul crandall &|false
TCR SYSTEMS LLC|TCR Systems LLC|IL|1|22|91|187086||'TCR Construction Group'|tcr|false
Atlas Molded Products, A Division of Atlas Roofing Corporation|Atlas Roofing Corporation|IA|1|21|53|94516|640661823|'Atlas Roofing Company', 'Atlas Roofing Corp.'|atlas roofing|true
