establishment_name|company_name|state|establishment_type|size|annual_average_employees|total_hours_worked|ein|match_company_name|stripped_company_name|company_name_multiple_match
Residential Branches|Baker Roofing|NC|1|1|59|37720|560130810|'Baker Roofing'|baker roofing|false
Restoration|Baker Roofing|NC|1|1|18|56182|560130810|'Baker Roofing'|baker roofing|false
Savannah, GA|Baker Roofing|GA|1|1|7|12438|560130810|'Baker Roofing'|baker roofing|false
1515 Lake Wheeler/SMS|Baker Roofing|NC|1|1|22|2080|560130810|'Baker Roofing'|baker roofing|false
Wilmington|Baker Roofing|NC|1|1|33|55723|560130810|'Baker Roofing'|baker roofing|false
VA Offices Baker Roofing LLC|Baker Roofing|VA|1|1|192|385163|541136608|'Baker Roofing'|baker roofing|false
BDRIN-Ft Wayne|Bone Dry Roofing, Inc|IN|1|1|17|28450|351883225|'Bone Dry Roofing'|bone dry roofing|false
Apache - Cornerstone|Cornerstone|LA|1|2|15|30208|270626868|'Cornerstone Construction'|cornerstone|false
BDR-IndyNorth|Bone Dry Roofing, Inc|IN|1|2|217|398075|351883225|'Bone Dry Roofing'|bone dry roofing|false
BDRIN-Lafayette|Bone Dry Roofing, Inc|IN|1|2|26|36901|351883225|'Bone Dry Roofing'|bone dry roofing|false
BDRKY-Lexington|Bone Dry Roofing, Inc|KY|1|2|31|53851|351883225|'Bone Dry Roofing'|bone dry roofing|false
BDRKY-Louisville|Bone Dry Roofing, Inc|KY|1|2|45|84005|351883225|'Bone Dry Roofing'|bone dry roofing|false
Dominion Siding, Inc.|Dominion Siding, Inc.|TN|1|2|40|83200|264041317|'Dominion Siding'|dominion siding|false
BDRTN-Nashville|Bone Dry Roofing, Inc|TN|1|1|14|23557|351883225|'Bone Dry Roofing'|bone dry roofing|false
BDRMO-St Louis|Bone Dry Roofing, Inc|MO|1|2|30|51356|351883225|'Bone Dry Roofing'|bone dry roofing|false
300 - DENVER HUB BRANCH|Beacon Roofing Supply Inc|CO|1|2|56|111083|364173366|'Beacon Roofing Supply'|beacon roofing supply|false
400 - PICO RIVERA BRANCH|Beacon Roofing Supply Inc|CA|1|2|23|46961|364173366|'Beacon Roofing Supply'|beacon roofing supply|false
478 - TOPEKA BRANCH- MW|Beacon Roofing Supply Inc|KS|1|2|25|50726|364173366|'Beacon Roofing Supply'|beacon roofing supply|false
487 - OVERLAND PARK- MW|Beacon Roofing Supply Inc|KS|1|2|23|45351|364173366|'Beacon Roofing Supply'|beacon roofing supply|false
622 - KATY BRANCH|Beacon Roofing Supply Inc|TX|1|2|21|41822|364173366|'Beacon Roofing Supply'|beacon roofing supply|false
800 - HOUSTON OTC|Beacon Roofing Supply Inc|TX|1|2|54|108469|364173366|'Beacon Roofing Supply'|beacon roofing supply|false
BDRIN-Bloomington|Bone Dry Roofing, Inc|IN|1|2|22|45861|351883225|'Bone Dry Roofing'|bone dry roofing|false
Best Roofing Services, LLC|Best Roofing|FL|1|3|281|405396||'Best Roofing'|best roofing|false
976 - GRAND PRAIRIE BRANCH|Beacon Roofing Supply Inc|TX|1|2|27|54340|364173366|'Beacon Roofing Supply'|beacon roofing supply|false
Clark's Quality Roofing|Clark's Quality Roofing|UT|1|2|47|52406|870441650|'Clark's Quality Roofing'|clark's quality roofing|false
Hillside 1|Dynamic Manufacturing|IL|1|3|662|1244754|363989759|'Dynamic National'|dynamic|false
Hillside 2|Dynamic Manufacturing|IL|1|3|295|594292|363989759|'Dynamic National'|dynamic|false
Progressive Roofing Inc.|Progressive Roofing Inc.|MA|1|2|14|26810|43425540|'Progressive Roofing'|progressive roofing|false
COTTON PARTNERS, LLC|COTTON PARTNERS LLC|GA|1|2|25|72165|200800225|'Cotton Holdings'|cotton|false
Strom Leads|Best Choice Roofing & Home Improvement|TN|1|1|5|10000|273976165|'Best Choice Roofing & Home Improvement'|best choice roofing & home improvement|false
Best Choice Roofing Smoky Mountain LLC|Best Choice Roofing & Home Improvement|TN|1|1|5|10000|874123157|'Best Choice Roofing & Home Improvement'|best choice roofing & home improvement|false
Massey Services 66|Massey Services Inc|FL|1|2|20|40453|592557150|'Massey Construction Group'|massey|false
Massey Services #76|Massey Services Inc.|FL|1|1|9|15811|592557150|'Massey Construction Group'|massey|false
Massey Services #105|Massey Services Inc|TX|1|2|22|39988|592557150|'Massey Construction Group'|massey|false
Massey Services #147|Massey Services Inc.|TX|1|2|22|37726|592557150|'Massey Construction Group'|massey|false
Massey Services 15|Massey Services Inc|FL|1|2|26|55521|592557150|'Massey Construction Group'|massey|false
Massey Services #19|Massey Services Inc|FL|1|2|20|38968|592557150|'Massey Construction Group'|massey|false
American Roofing & Metal|American Roofing & Metal|KY|1|2|236|232151|610192077|'American Roofing & Metal Co.'|american roofing & metal|false
Massey Services #21|Massey Services Inc.|LA|1|2|22|41724|592557150|'Massey Construction Group'|massey|false
Massey Services 46|Massey Services Inc|FL|1|2|25|46880|592557150|'Massey Construction Group'|massey|false
Absolute Concrete Construction|Absolute Group Inc.|IA|1|2|110|180147|391953384|'Absolute Construction'|absolute|false
Caruth Construction Inc.|Absolute Group|IA|1|2|75|140682|824459231|'Absolute Construction'|absolute|false
Absolute Infrastructure|Absolute Group|IA|1|2|40|69430|811649587|'Absolute Construction'|absolute|false
Green Tech of Iowa|Absolute Group|IA|1|2|89|158063|272456549|'Absolute Construction'|absolute|false
Valentine Roofing|Valentine Roofing|WA|1|2|112|160339|800177243|'Valentine Roofing'|valentine roofing|false
Premier Roofing Company|Premier Roofing Company|CO|1|2|197|563420|651261019|'Premier Roofing Company', 'Premier Roofing Contractors'|premier roofing|true
HIGHLAND COMMERCIAL ROOFING INC. Oakland|HIGHLAND COMMERCIAL ROOFING, INC.|CA|1|2|25|50711|262593390|'Highland Commercial Roofing'|highland commercial roofing|false
Whitco Roofing Inc.|Whitco Roofing Inc.|GA|1|2|59|123368|271843217|'Whitco Roofing Inc.'|whitco roofing|false
Corey Construction-HOU|Corey Management Group|TX|1|2|69|141278|464045602|'Corey Construction'|corey|false
Corey Construction-DFW|Corey Management Group|TX|1|2|19|37890|464045602|'Corey Construction'|corey|false
Sterling Commercial Roofing|Sterling Commercial Roofing, Inc.|IL|1|2|176|325724|262635202|'Sterling Commercial Roofing'|sterling commercial roofing|false
Massey Services #4|Massey Services Inc.|FL|1|1|17|35553|592557150|'Massey Construction Group'|massey|false
Massey Services #154|Massey Services Inc|FL|1|2|14|24459|592557150|'Massey Construction Group'|massey|false
Massey Services 14|Massey Services Inc|FL|1|2|19|36528|592557150|'Massey Construction Group'|massey|false
Massey Services Customer Care|Massey Services Inc|FL|1|2|49|96766|592557150|'Massey Construction Group'|massey|false
Massey Services 86|Massey Services Inc|FL|1|2|24|46854|592557150|'Massey Construction Group'|massey|false
Massey Services 148|Massey Services Inc|TX|1|2|13|27198|592557150|'Massey Construction Group'|massey|false
Massey Services Inc #13|Massey Services Inc|FL|1|2|22|43012|592557150|'Massey Construction Group'|massey|false
Massey Services #56|Massey Services Inc|FL|1|2|29|59532|592557150|'Massey Construction Group'|massey|false
Massey Services #113|Massey Services Inc|FL|1|2|22|45259|592557150|'Massey Construction Group'|massey|false
Massey Services #161|Massey Services Inc|FL|1|2|11|24096|592557150|'Massey Construction Group'|massey|false
Massey Services #10|Massey Services Inc|FL|1|2|15|30352|592557150|'Massey Construction Group'|massey|false
Massey Services #11|Massey Services Inc|FL|1|2|15|28968|592557150|'Massey Construction Group'|massey|false
Massey Services Precision 711|Massey Services Inc|TX|1|2|3|6300|592557150|'Massey Construction Group'|massey|false
Massey Services 12|Massey Services Inc.|FL|1|2|20|38057|592557150|'Massey Construction Group'|massey|false
Massey Services Corp|Massey Services Inc|FL|1|3|202|403306|592557150|'Massey Construction Group'|massey|false
Massey Services 21|Massey Services Inc|FL|1|2|22|41724|592557150|'Massey Construction Group'|massey|false
Massey Services 60|Massey Services Inc|FL|1|2|32|65450|592557150|'Massey Construction Group'|massey|false
Massey Services #87|Massey Services Inc|FL|1|2|21|44406|592557150|'Massey Construction Group'|massey|false
Massey Services #88|Massey Services Inc|FL|1|2|31|61444|592557150|'Massey Construction Group'|massey|false
Massey Services #23|Massey Services Inc|FL|1|2|22|46750|592557150|'Massey Construction Group'|massey|false
Farrell Roofing Inc|Farrell Roofing|DE|1|2|26|48890||'Farrell Roofing'|farrell roofing|false
Bedford, PA|c|PA|1|2|190|403195|561300971|'C'|c|false
Hamilton Roofing Inc|Hamilton Roofing Inc|FL|1|2|30|51155||'Hamilton Roofing'|hamilton roofing|false
All Seasons Roofing, LLC|All Seasons Roofing, LLC|MO|1|2|15|28858|204885966|'All Seasons Roofing Services'|all seasons roofing|false
Legacy Roofing Services|Legacy Roofing Services|OH|1|2|147|264200|842210872|'Legacy Roofing'|legacy roofing|false
Legacy roofing Services LLC|Legacy Roofing Services LLC|OH|1|2|147|264200|842210872|'Legacy Roofing'|legacy roofing|false
Ace Roofing LLC|Ace Roofing LLC|MT|1|2|27|44632|208967459|'ACE Roofing Services'|ace roofing|false
Pinnacle Roofing Group|Pinnacle Roofing Group|FL|1|2|23|41000|844581614|'Pinnacle Roofing Contractors'|pinnacle roofing|false
Infinity Roofing, LLC|Infinity Roofing, LLC|FL|1|1|15|14607|854239518|'Infinity Roofing Contractors'|infinity roofing|false
Beldon Roofing & Remodeling Co|Beldon Roofing & Remodeling Co|TX|1|2|147|433907|741316691|'Beldon Roofing & Remodeling'|beldon roofing & remodeling|false
Southern Oaks Nursing & Rehabilitation Center, LLC|Central Management|LA|1|2|70|145600||'CENTRAL'|central|false
Empire Roofing Inc.|Empire Roofing Inc.|MT|1|2|16|27434|810495020|'Empire Roofing', 'Empire Roofing Contractors', 'Empire Roofing Services'|empire roofing|true
Reliant Roofing LLC|Reliant Roofing LLC|FL|1|2|80|166400|871239494|'Reliant Roofing'|reliant roofing|false
Superior Roofing|Superior Roofing Services Inc|IN|1|2|59|91352||'Superior Roofing'|superior roofing|false
1st Choice Roofing Company|1st Choice Roofing Company|OH|1|2|19|37880|113793690|'1st Choice Roofing Contractors'|1st choice roofing|false
Dynamic National|Dynamic Holdings|FL|1|2|39|238160|832750109|'Dynamic National'|dynamic|false
Adam Vaillancourt Roofing|Adam Vaillancourt Roofing|NH|1|2|23|52132||'Adam Vaillancourt Roofing'|adam vaillancourt roofing|false
Bill Shields Roofing, Inc.|Bill Shields Roofing, Inc.|FL|1|2|40|87583|591502277|'Bill Shields Roofing'|bill shields roofing|false
Bigfoot Roofing & Construction, Inc|Bigfoot Roofing & Construction|FL|1|2|30|72800|452492305|'Bigfoot Roofing & Construction'|bigfoot roofing &|false
Kelly Roofing, LLC|Kelly Roofing|FL|1|2|200|298995|320530057|'Kelly Roofing'|kelly roofing|false
Letner Roofing Company|Letner Roofing Company|CA|1|3|330|616090||'Letner Roofing'|letner roofing|false
Cornerstone Management|Cornerstone Management Services|MN|1|3|411|855000|301166683|'Cornerstone Construction'|cornerstone|false
