establishment_name|company_name|state|establishment_type|size|annual_average_employees|total_hours_worked|ein|filter_list_company_name|stripped_company_name|company_name_multiple_match
National Gypsum Company|National Gypsum Company|AZ|1|2.00|49.00|116152.00||'National Gypsum Co.'|national gypsum|false
Kulp's Of Stratford|Kulp's Of Stratford|WI|1|2.00|39.00|66200.00|391915695|'Kulp's of Stratford LLC'|kulp's of stratford|false
Owens Corning Tallmadge Plant|Owens Corning|OH|1|2.00|70.00|200142.00||'Owens Corning'|owens corning|false
Superior Roofing|Superior Roofing Services Inc|IN|1|2.00|60.00|99391.00||'Superior Roofing Inc.', 'Superior Roofing LLC', 'Superior Roofing Services Inc.', 'Superior Roofing Systems Inc.'|superior roofing|true
Progressive Roofing Inc|Progressive Roofing Inc|NY|1|2.00|25.00|28825.00|161064150|'Progressive Roofing', 'Progressive Roofing Inc.', 'Progressive Roofing Services'|progressive roofing|true
ARCHITECTURAL SHEET METAL, INC|ARCHITECTURAL SHEET METAL, INC|WA|1|2.00|48.00|88541.00|911160776|'Architectural Sheet Metal Inc.'|architectural sheet metal|false
A-Best Roofing|A-Best Roofing|OK|1|2.00|45.00|93600.00||'A-Best Roofing Inc.'|a-best roofing|false
Arrow International|Arrow International|PA|1|2.00|187.00|391463.00|231969991|'Arrow Consulting Corp.'|arrow|false
Mountain States Roofing Inc.|Mountain States Roofing, Incorporated|ID|1|2.00|47.00|70535.00|261702268|'Mountain States Roofing Inc.'|mountain states roofing|false
Professional Construction Inc.|Professional Construction Inc.|WI|1|2.00|23.00|39838.00|201338948|'Professional Construction Services Inc.'|professional|false
NRG Middletown Power LLC|NRG|CT|1|2.00|47.00|103534.00|411949384|'NRG Construction LLC'|nrg|false
Western Roofing, INC|Western Roofing, INC|CO|1|2.00|40.00|63944.00|841323606|'Western Roofing Co.'|western roofing|false
Saint-Gobain|CertainTeed Corporation|LA|1|2.00|81.00|231075.00|232615166|'CertainTeed LLC'|certainteed|false
Rackley Roofing East|Rackley Roofing|TN|1|2.00|60.00|131500.00|621664861|'Rackley Roofing Co. Inc.'|rackley roofing|false
Rackley Roofing Co.|Rackley Roofing Co.|TN|1|2.00|140.00|357624.00|620932570|'Rackley Roofing Co. Inc.'|rackley roofing|false
Roofs, Inc.|Roofs, Inc.|IL|1|2.00|28.00|56169.00|362874756|'Roofs Inc.'|roofs|false
J.L. Adler Roofing & Sheet Metal, Inc.|J.L. Adler Roofing & Sheet Metal, Inc.|IL|1|2.00|58.00|99715.00|362302162|'J.L. Adler Roofing & Sheet Metal Inc.'|j.l. adler roofing & sheet metal|false
NGC - Orlando Plant|National Gypsum Company|FL|1|2.00|29.00|63869.00|752474490|'National Gypsum Co.'|national gypsum|false
R&B Roofing|R&B Roofing LLC|TX|1|2.00|168.00|364501.00||'R&B Roofing LLC'|r&b roofing|false
Harness Roofing HS|Harness Roofing, Inc.|AR|1|2.00|52.00|102826.00|710654212|'Harness Roofing Inc.'|harness roofing|false
Harness Roofing SD|Harness Roofing, Inc.|AR|1|2.00|75.00|143834.00|710654212|'Harness Roofing Inc.'|harness roofing|false
Harness Roofing FS|Harness Roofing, Inc.|AR|1|2.00|48.00|83920.00|710654212|'Harness Roofing Inc.'|harness roofing|false
Harness Roofing LR|Harness Roofing, Inc.|AR|1|2.00|49.00|93427.00|710654212|'Harness Roofing Inc.'|harness roofing|false
ER -Nashville|Empire Roofing|TN|1|2.00|29.00|63177.00|464526366|'Empire Roofing Corp.', 'Empire Roofing Inc.', 'Empire Roofing LLC', 'Empire Roofing Solutions', 'Empire Roofing Systems Inc.', 'Empire Roofing, Inc.'|empire roofing|true
ERCI|Empire roofing Companies Inc|TX|1|3.00|193.00|449529.00|752759310|'Empire Roofing Companies, Inc.'|empire roofing companies|false
EROK|Empire Roofing of Oklahoma|OK|1|2.00|52.00|111556.00|464038268|'Empire Roofing of Oklahoma, Inc.'|empire roofing of oklahoma|false
ERI|Empire Roofing Inc|TX|1|3.00|237.00|538668.00|751828325|'Empire Roofing Corp.', 'Empire Roofing Inc.', 'Empire Roofing LLC', 'Empire Roofing Solutions', 'Empire Roofing Systems Inc.', 'Empire Roofing, Inc.'|empire roofing|true
ERSE|Empire Roofing Company Southeast|FL|1|2.00|74.00|171948.00||'Empire Roofing Company Southeast, LLC'|empire roofing company southeast|false
Black Hawk Roof Company|Black Hawk Roof Co.|IA|1|2.00|50.00|128440.00|421405570|'Black Hawk Roof Co. Inc.'|black hawk roof|false
Pax Gonzales|Pax LLC|LA|1|2.00|37.00|79818.00||'PAX Services Group'|pax|false
Pax Deridder|Pax LLC|LA|1|2.00|20.00|45940.00||'PAX Services Group'|pax|false
McPhillips Bros. Roofing Co|McPhillips Bros. Roofing Co|MN|1|2.00|50.00|46746.00|411521988|'McPhillips Bros. Roofing Co.'|mcphillips bros. roofing|false
COOPER ROOFING & SOLAR, LLC|COOPER ROOFING & SOLAR, LLC|NV|1|2.00|248.00|521000.00||'Cooper Roofing & Solar INC'|cooper roofing & solar|false
Bone Roofing Supply, Inc.|Bone Roofing Supply, Inc|IL|1|2.00|42.00|88939.00|362729296|'Bone Roofing Supply Inc.'|bone roofing supply|false
Deer Park Roofing|Deer Park Roofing|OH|1|2.00|104.00|189624.00||'Deer Park Roofing, LLC'|deer park roofing|false
Progressive Roofing Inc.|Progressive Roofing Inc.|MA|1|2.00|23.00|41017.00|043425540|'Progressive Roofing', 'Progressive Roofing Inc.', 'Progressive Roofing Services'|progressive roofing|true
Siding Products Group, McPherson|CertainTeed Corporation|KS|1|2.00|70.00|153949.00||'CertainTeed LLC'|certainteed|false
Sun Commercial Roofs, Inc.|Sun Commercial Roofs, Inc.|TX|1|2.00|84.00|170348.00|752214198|'Sun Commercial Roofs Inc.'|sun commercial roofs|false
Live Oak Plant|Milliken & Co.|GA|1|3.00|478.00|1137087.00||'Milliken & Company'|milliken &|false
ARI INDUSTRIES, INC|ARi Industries. Inc.|IL|1|2.00|68.00|124897.00||'ARI Consulting Services Corp'|ari|false
Owens Corning|Owens Corning|TX|1|2.00|79.00|185994.00||'Owens Corning'|owens corning|false
GS II, INC|CertainTeed, LLC|SC|1|2.00|42.00|102569.00|813212570|'CertainTeed LLC'|certainteed|false
Oil City Tube Division|Webco Industries Inc.|PA|1|2.00|167.00|369460.00|731097133|'WEBCO Services LLC'|webco|false
Webco VAF|Webco Industries Inc|PA|1|2.00|47.00|102521.00|731097133|'WEBCO Services LLC'|webco|false
Webco|Webco Industries Inc|PA|1|2.00|167.00|369460.00||'WEBCO Services LLC'|webco|false
Jim Murray Roofing, Inc.|Jim Murray Roofing, Inc.|CA|1|2.00|38.00|65659.00|814059502|'Jim Murray Roofing Inc'|jim murray roofing|false
Russell Roofing Inc.|Russell Roofing Inc.|PA|1|2.00|38.00|81588.00|232680214|'Russell Roofing Co. Inc.'|russell roofing|false
GSM Roofing|GSM Roofing|PA|1|2.00|105.00|221696.00|232553249|'GSM Roofing'|gsm roofing|false
Allweather Roof|Allweather Roof|MN|1|2.00|93.00|160742.00|411536214|'Allweather Roof'|allweather roof|false
Skyway Roofing, Inc.|Skyway Roofing, Inc.|NY|1|2.00|44.00|87360.00|141763964|'Skyway Roofing Inc.'|skyway roofing|false
General Coatings Manufacturing Corp.|General Coatings Manufacturing Corp.|CA|1|2.00|30.00|60000.00|461269090|'General Coatings Manufacturing Corp.'|general coatings|false
Ridge Valley Exteriors|Ridge Valley Exteriors|GA|1|2.00|35.00|60000.00|264306586|'Ridge Valley Exteriors Inc.'|ridge valley exteriors|false
Aavid Allcast LLC|Boyd Corporation|WI|1|2.00|110.00|210000.00||'Boyd Inc.'|boyd|false
Owens Corning Asphalt Plant Portland|Owens Corning|OR|1|2.00|20.00|41095.00|320176634|'Owens Corning'|owens corning|false
Skyline Construction|Skyline Construction|CA|1|2.00|187.00|291260.00|943250856|'Skyline Construction Services Inc.'|skyline|false
Tarheel Roofing, Inc.|Tarheel Roofing, Inc.|FL|1|2.00|87.00|175862.00|592679504|'Tarheel Roofing Inc.'|tarheel roofing|false
Milliken Duncan Stewart Plant|Milliken & Company|GA|1|3.00|281.00|636912.00|510105342|'Milliken & Company'|milliken &|false
Dayco, Inc.|Dayco, Inc.|VT|1|2.00|16.00|807.00|030340853|'Dayco Inc.'|dayco|false
Roof Check INC|Roof Check Inc|CO|1|2.00|80.00|114068.00|841035057|'Roof Check Inc.'|roof check|false
OKC - Southwest Tube|Webco Industries|OK|1|3.00|251.00|570298.00|731097133|'WEBCO Services LLC'|webco|false
OKC - Star Center Tube|Webco Industries Inc.|OK|1|2.00|205.00|457381.00|731097133|'WEBCO Services LLC'|webco|false
Charleston SC IW Plant|Owens Corning|SC|1|2.00|35.00|60705.00|930957943|'Owens Corning'|owens corning|false
Atlanta Roofing Plant|Owens Corning|GA|1|2.00|87.00|13718.00||'Owens Corning'|owens corning|false
Atlanta Asphalt Plant|Owens Corning|GA|1|1.00|18.00|3107.00||'Owens Corning'|owens corning|false
Owens Corning Savannah Roofing and Asphalt|Owens Corning|GA|1|2.00|88.00|186301.00|320176634|'Owens Corning'|owens corning|false
Owens Corning Roofing Plant|Owens Corning|TN|1|2.00|100.00|220206.00|320176634|'Owens Corning'|owens corning|false
DTTP Waller|Goodman Manufacturing Company|TX|1|3.00|6517.00|15693208.00||'Goodman Construction LLC'|goodman|false
Goodman Business Unit|Goodman|TX|1|3.00|1746.00|3724649.00||'Goodman Construction LLC'|goodman|false
Goodman Corporate|Goodman|TX|1|3.00|266.00|569235.00||'Goodman Construction LLC'|goodman|false
Owens Corning Asphalt Plant|Owens Corning|NJ|1|1.00|14.00|29120.00||'Owens Corning'|owens corning|false
Owens Corning Roofing Plant|Owens Corning|NJ|1|2.00|100.00|250000.00||'Owens Corning'|owens corning|false
Memphis Trumbull Asphalt Plant|Owens Corning|TN|1|2.00|19.00|38218.00|320176634|'Owens Corning'|owens corning|false
Owens Corning Irving Roofing & Asphalt Plant LLC|Owens Corning|TX|1|2.00|220.00|471265.00||'Owens Corning'|owens corning|false
The Brewer Company|The Brewer Company|WI|1|2.00|107.00|206707.00|391979518|'The Brewer Co.'|the brewer|false
Parsons House Cypress|Parsons Group Inc.|TX|1|2.00|34.00|56724.00|473286203|'Parsons Corporation'|parsons|false
CertainTeed - Avery|CertainTeed Corporation|OH|1|2.00|199.00|439261.00||'CertainTeed LLC'|certainteed|false
Unilock Marengo|Unilock LTD.|IL|1|2.00|23.00|52518.00|363480878|'Unilock'|unilock|false
Unilock Chicago|Unilock Inc.|IL|1|2.00|137.00|337660.00|363480878|'Unilock'|unilock|false
Unilock Wisconsin|Unilock LTD.|WI|1|1.00|18.00|35159.00|363480878|'Unilock'|unilock|false
Western Pacific Roofing Corp.|Western Pacific Roofing Corp.|CA|1|2.00|46.00|96826.00|952386834|'Western Pacific Roofing Corp.'|western pacific roofing|false
Western Pacific Roofing Corp. of Palm Springs|Western Pacific Roofing Corp.|CA|1|2.00|37.00|66838.00|952386834|'Western Pacific Roofing Corp.'|western pacific roofing|false
United Industries Corp. - Chapin Manufacturing|United Industries Corporation|MO|1|3.00|407.00|813118.00||'United Contractors'|united|false
Academy|Academy Roofing Corporation|NH|1|2.00|32.00|61948.00|043758635|'Academy Roofing Inc.'|academy roofing|false
Advanced Industrial Roofing, Inc.|Advanced Industrial Roofing, Inc.|OH|1|2.00|85.00|124581.00||'Advanced Industrial Roofing Inc.'|advanced industrial roofing|false
Simpson Unlimited, Inc.|Simpson Unlimited, Inc.|VA|1|2.00|127.00|256240.00|541771632|'Simpson Unlimited Inc.', 'Simpson Unlimited, Inc.'|simpson unlimited|true
NAIS Weirton, WV|North American Services Group|WV|1|2.00|62.00|136931.00|141771951|'North American Contractors'|north american|false
NAIS- Hurricane, WV|North American Services Group|WV|1|2.00|73.00|161140.00|141771951|'North American Contractors'|north american|false
Four Seasons Kanga Roof|Four Seasons Kanga Roof|MI|1|2.00|32.00|48500.00|371532159|'Four Seasons Kanga Roof'|four seasons kanga roof|false
CertainTeed Fremont RPG|CertainTeed LLC|CA|1|2.00|91.00|184255.00||'CertainTeed LLC'|certainteed|false
Bennett & Brosseau Roofing, Inc.|Bennett & Brosseau Roofing, Inc.|IL|1|2.00|104.00|196451.00||'Bennett & Brosseau Roofing Inc.'|bennett & brosseau roofing|false
premier manufacturing inc|premier manufacturing|WA|1|2.00|72.00|143000.00|753017508|'Premier Enterprises'|premier|false
NGC-Wilmington|National Gypsum Company|NC|1|2.00|61.00|165065.00||'National Gypsum Co.'|national gypsum|false
Milliken & Company Dewey Plant|Milliken & Company|SC|1|2.00|115.00|241776.00|510105342|'Milliken & Company'|milliken &|false
ALVA ROOFING COMPANY|ALVA ROOFING COMPANY|OK|1|2.00|50.00|64832.00||'Alva Roofing Co.'|alva roofing|false
Superior Metals|Superior Metal Technologies|IN|1|2.00|99.00|210796.00|371446269|'Superior Metal Systems Inc.'|superior metal|false
840|Decor|ID|1|2.00|43.00|70472.00|351057796|'Decor Construction Inc.'|decor|false
EXCEL Maintenance @ Shintech, Addis|EXCEL|LA|1|2.00|91.00|196004.00|721503785|'Excel Construction Group'|excel|false
EXCEL Maintenance @ Westlake, Geismar|EXCEL|LA|1|2.00|33.00|75184.00|721503785|'Excel Construction Group'|excel|false
EXCEL Maintenance @ Renewable Energy Group (REG)|EXCEL|LA|1|2.00|22.00|60531.00|721503785|'Excel Construction Group'|excel|false
EXCEL Maintenance @ Westlake, Calvert City KY|EXCEL|KY|1|2.00|81.00|164261.00|721503785|'Excel Construction Group'|excel|false
EXCEL Maintenance @ Shintech, Freeport|EXCEL|TX|1|3.00|427.00|1029494.00|721503785|'Excel Construction Group'|excel|false
EXCEL Midstream Solutions, Inc.|EXCEL|TX|1|2.00|36.00|74629.00|721329331|'Excel Construction Group'|excel|false
EXCEL Fabrication|EXCEL|LA|1|2.00|55.00|151125.00|721329331|'Excel Construction Group'|excel|false
OWENS CORNING - MOUNT VERNON|OWENS CORNING|OH|1|2.00|50.00|98696.00||'Owens Corning'|owens corning|false
Boak & Sons, Inc.|Boak & Sons, Inc.|OH|1|2.00|165.00|209366.00||'Boak & Sons Inc.'|boak & sons|false
Benchmark Rochester|Benchmark|MN|1|3.00|601.00|1228903.00|742211011|'Benchmark Inc.'|benchmark|false
W A Parish|NRG|TX|1|3.00|344.00|765000.00||'NRG Construction LLC'|nrg|false
Benchmark Winona|Benchmark|MN|1|3.00|637.00|1342364.00|742211011|'Benchmark Inc.'|benchmark|false
American Building Systems LLC.|American Building Systems LLC|NV|1|2.00|177.00|368160.00||'American Building Contractors Inc'|american building|false
Johnson's Roofing Service Inc|Johnson's Roofing Service Inc|SC|1|2.00|80.00|178970.00|561458196|'Johnson's Roofing Service Inc.'|johnson's roofing service|false
Jeff Eubank Roofing|Jeff Eubank Roofing|TX|1|2.00|87.00|193752.00|752250258|'Jeff Eubank Roofing Co. Inc.'|jeff eubank roofing|false
Pioneer Roofing, LLC|Pioneer Roofing, LLC|WI|1|2.00|49.00|119624.00|134225857|'Pioneer Roofing Co.', 'Pioneer Roofing Company', 'Pioneer Roofing Systems Inc.'|pioneer roofing|true
Pressure Point Roofing|Pressure Point Roofing|OR|1|2.00|38.00|80382.00|931052886|'Pressure Point Roofing'|pressure point roofing|false
010-NBH-CORPORATE|N.B. HANDY COMPANY|VA|1|2.00|50.00|91127.00|540238570|'N.B. Handy Co.'|n.b. handy|false
020-NBH-LYNCHBURG|N.B. HANDY COMPANY|VA|1|1.00|3.00|5768.00|540238570|'N.B. Handy Co.'|n.b. handy|false
030-NBH-RALEIGH|N.B. HANDY COMPANY|NC|1|2.00|22.00|40957.00|540238570|'N.B. Handy Co.'|n.b. handy|false
040-NBH-ROANOKE|N.B. HANDY COMPANY|VA|1|2.00|20.00|37340.00|540238570|'N.B. Handy Co.'|n.b. handy|false
050-NBH-RICHMOND|N.B. HANDY COMPANY|VA|1|2.00|23.00|43213.00|540238570|'N.B. Handy Co.'|n.b. handy|false
060-NBH-GREENSBORO|N.B. HANDY COMPANY|NC|1|1.00|16.00|32057.00|540238570|'N.B. Handy Co.'|n.b. handy|false
070-NBH-NORFOLK|N.B. HANDY COMPANY|VA|1|1.00|16.00|28996.00|540238570|'N.B. Handy Co.'|n.b. handy|false
080-NBH-CHARLOTTE|N.B. HANDY COMPANY|NC|1|2.00|20.00|37453.00|540238570|'N.B. Handy Co.'|n.b. handy|false
090-NBH-HANOVER|N.B. HANDY COMPANY|MD|1|1.00|18.00|38537.00|540238570|'N.B. Handy Co.'|n.b. handy|false
100-NBH-SPRINGFIELD|N.B. HANDY COMPANY|VA|1|1.00|4.00|8138.00|540238570|'N.B. Handy Co.'|n.b. handy|false
110-NBH-GREENVILLE|N.B. HANDY COMPANY|SC|1|1.00|12.00|23811.00|540238570|'N.B. Handy Co.'|n.b. handy|false
120-NBH-ATLANTA|N.B. HANDY COMPANY|GA|1|2.00|21.00|36241.00|540238570|'N.B. Handy Co.'|n.b. handy|false
140-NBH-BALTIMORE|N.B. HANDY COMPANY|MD|1|1.00|4.00|7977.00|540238570|'N.B. Handy Co.'|n.b. handy|false
150-NBH-COLUMBIA|N.B. HANDY COMPANY|SC|1|1.00|12.00|23293.00|540238570|'N.B. Handy Co.'|n.b. handy|false
160-NBH-MACHINERY|N.B. HANDY COMPANY|VA|1|1.00|7.00|12946.00|540238570|'N.B. Handy Co.'|n.b. handy|false
190-NBH-DAVENPORT|N.B. HANDY COMPANY|FL|1|1.00|6.00|12412.00|540238570|'N.B. Handy Co.'|n.b. handy|false
210-NBH-CHARLESTON|N.B. HANDY COMPANY|SC|1|1.00|2.00|2797.00|540238570|'N.B. Handy Co.'|n.b. handy|false
500-NBH-STEEL CENTER|N.B. HANDY COMPANY|VA|1|1.00|9.00|16701.00|540238570|'N.B. Handy Co.'|n.b. handy|false
Cardinal Corporate|Corporate|MN|1|2.00|92.00|197072.00|411989305|'Corporate Contractors Inc.'|corporate|false
US Gypsum Auburn|USG|WA|1|2.00|52.00|104188.00||'USG Corporation'|usg|false
USG Interiors Cartersville|USG|GA|2|2.00|28.00|57929.00|453811432|'USG Corporation'|usg|false
USG Interiors Cloquet|USG|MN|1|3.00|344.00|720196.00|453811432|'USG Corporation'|usg|false
Harold J. Becker Company Inc.|Harold J. Becker Company Inc.|OH|1|2.00|70.00|121300.00|310621952|'Harold J. Becker Co. Inc.'|harold j. becker|false
Tecta America Southeast - Atlanta|Tecta America Southeast, LLC|GA|1|2.00|90.00|165286.00||'Tecta America Southeast LLC'|tecta america southeast|false
Tecta America Southeast - Spring Hill, TN|Tecta America Southeast, LLC|TN|1|1.00|3.00|3957.00||'Tecta America Southeast LLC'|tecta america southeast|false
Owens Corning Waxahachie TX|Owens Corning|TX|1|3.00|302.00|701105.00|371525228|'Owens Corning'|owens corning|false
Albany Plant|Tyson Foods, Inc.|KY|1|3.00|1355.00|2469504.00|582337198|'Tyson Foods Inc.'|tyson foods|false
Camilla Feedmill|Tyson Foods, Inc.|GA|1|2.00|38.00|111687.00|582036865|'Tyson Foods Inc.'|tyson foods|false
Camilla Hatchery|Tyson Foods, Inc.|GA|1|2.00|38.00|112128.00|582036865|'Tyson Foods Inc.'|tyson foods|false
Camilla Live Haul|Tyson Foods, Inc.|GA|1|2.00|19.00|78333.00|582036865|'Tyson Foods Inc.'|tyson foods|false
Camilla Plant|Tyson Foods, Inc.|GA|1|3.00|1669.00|3650877.00|582036865|'Tyson Foods Inc.'|tyson foods|false
Council Bluffs Case Rdy Plant|Tyson Foods, Inc.|IA|1|3.00|1592.00|3021709.00|710857514|'Tyson Foods Inc.'|tyson foods|false
Cumming Plant|Tyson Foods, Inc.|GA|1|3.00|1220.00|2221471.00|710815087|'Tyson Foods Inc.'|tyson foods|false
Eufaula Feedmill|Tyson Foods, Inc.|AL|1|2.00|34.00|33052.00|050596460|'Tyson Foods Inc.'|tyson foods|false
Eufaula FP Plant|Tyson Foods, Inc.|AL|1|3.00|277.00|1077077.00|050596460|'Tyson Foods Inc.'|tyson foods|false
Eufaula Fresh Plant|Tyson Foods, Inc.|AL|1|3.00|977.00|1362877.00|050596460|'Tyson Foods Inc.'|tyson foods|false
Eufaula Hatchery|Tyson Foods, Inc.|AL|1|2.00|33.00|72742.00|050596460|'Tyson Foods Inc.'|tyson foods|false
Franklin Feedmill|Tyson Foods, Inc.|KY|1|2.00|35.00|74859.00|582337198|'Tyson Foods Inc.'|tyson foods|false
Franklin Hatchery|Tyson Foods, Inc.|KY|1|2.00|72.00|208846.00|582337198|'Tyson Foods Inc.'|tyson foods|false
Gadsden Plant|Tyson Foods, Inc.|AL|1|3.00|460.00|908888.00|233073393|'Tyson Foods Inc.'|tyson foods|false
Glen Allen Plant|Tyson Foods, Inc.|VA|1|3.00|688.00|1210703.00|560754148|'Tyson Foods Inc.'|tyson foods|false
Grannis Plant|Tyson Foods, Inc.|AR|1|3.00|417.00|766478.00|710815087|'Tyson Foods Inc.'|tyson foods|false
Jefferson Plant|Tyson Foods, Inc.|WI|1|2.00|54.00|99025.00|232797861|'Tyson Foods Inc.'|tyson foods|false
Kansas City Plant|Tyson Foods, Inc.|KS|1|3.00|248.00|637929.00|362089049|'Tyson Foods Inc.'|tyson foods|false
Logansport Plant|Tyson Foods, Inc.|IN|1|3.00|2140.00|4224541.00|710857514|'Tyson Foods Inc.'|tyson foods|false
New London Plant|Tyson Foods, Inc.|WI|1|3.00|900.00|1914294.00|362089049|'Tyson Foods Inc.'|tyson foods|false
North Richland Hills Plant|Tyson Foods, Inc.|TX|1|3.00|354.00|820983.00|481175514|'Tyson Foods Inc.'|tyson foods|false
Oglethorpe Feed Mill|Tyson Foods, Inc.|GA|1|2.00|26.00|58874.00|560754148|'Tyson Foods Inc.'|tyson foods|false
Perry Plant|Tyson Foods, Inc.|IA|1|3.00|1311.00|2663875.00|710857514|'Tyson Foods Inc.'|tyson foods|false
Portland Plant|Tyson Foods, Inc.|ME|1|3.00|360.00|768143.00|010235540|'Tyson Foods Inc.'|tyson foods|false
Richmond Hatchery|Tyson Foods, Inc.|VA|1|2.00|23.00|43715.00|560754148|'Tyson Foods Inc.'|tyson foods|false
Shelbyville Plant|Tyson Foods, Inc.|TN|1|3.00|1425.00|2867223.00|560754148|'Tyson Foods Inc.'|tyson foods|false
Vienna Plant|Tyson Foods, Inc.|GA|1|3.00|1797.00|3556894.00|560754148|'Tyson Foods Inc.'|tyson foods|false
Wilkesboro Fresh Plant|Tyson Foods, Inc.|NC|1|3.00|2214.00|4788199.00|560754148|'Tyson Foods Inc.'|tyson foods|false
Zeeland Plant|Tyson Foods, Inc.|MI|1|3.00|1119.00|2759008.00|362089049|'Tyson Foods Inc.'|tyson foods|false
54th St Enid Plant|Tyson Foods, Inc.|OK|1|3.00|496.00|1064113.00|730957451|'Tyson Foods Inc.'|tyson foods|false
Albertville Hatchery|Tyson Foods, Inc.|AL|1|2.00|17.00|36722.00|710802999|'Tyson Foods Inc.'|tyson foods|false
Albertville Plant|Tyson Foods, Inc.|AL|1|3.00|873.00|1673260.00|710802999|'Tyson Foods Inc.'|tyson foods|false
Amarillo Foreward Warehouse|Tyson Foods, Inc.|TX|1|2.00|92.00|182600.00|710857514|'Tyson Foods Inc.'|tyson foods|false
Amarillo Freezer|Tyson Foods, Inc.|TX|1|2.00|49.00|99392.00|710857514|'Tyson Foods Inc.'|tyson foods|false
Amarillo Hides|Tyson Foods, Inc.|TX|1|2.00|185.00|390839.00|710857514|'Tyson Foods Inc.'|tyson foods|false
Amarillo PBX|Tyson Foods, Inc.|TX|1|2.00|42.00|86478.00|470557612|'Tyson Foods Inc.'|tyson foods|false
Amarillo Plant|Tyson Foods, Inc.|TX|1|3.00|3895.00|7622181.00|710857514|'Tyson Foods Inc.'|tyson foods|false
Amarillo TASCO|Tyson Foods, Inc.|TX|1|2.00|25.00|51984.00|710857514|'Tyson Foods Inc.'|tyson foods|false
Amherst Plant|Tyson Foods, Inc.|OH|1|3.00|475.00|838856.00|340661082|'Tyson Foods Inc.'|tyson foods|false
Bates Mountain Farms|Tyson Foods, Inc.|AR|1|2.00|57.00|117082.00|710628109|'Tyson Foods Inc.'|tyson foods|false
Bear Hollow Farms|Tyson Foods, Inc.|MO|1|2.00|139.00|285503.00|710628109|'Tyson Foods Inc.'|tyson foods|false
Bergman Feed Mill|Tyson Foods, Inc.|AR|1|2.00|19.00|39097.00|710815087|'Tyson Foods Inc.'|tyson foods|false
Berry Street Plant|Tyson Foods, Inc.|AR|1|3.00|1248.00|2481011.00|710815087|'Tyson Foods Inc.'|tyson foods|false
Berryville Growout|Tyson Foods, Inc.|AR|1|2.00|23.00|54008.00|620852669|'Tyson Foods Inc.'|tyson foods|false
Berryville Plant|Tyson Foods, Inc.|AR|1|3.00|963.00|2016048.00|710815087|'Tyson Foods Inc.'|tyson foods|false
Blairsville Hatchery|Tyson Foods, Inc.|GA|1|2.00|41.00|85105.00|710628109|'Tyson Foods Inc.'|tyson foods|false
Blountsville Plant|Tyson Foods, Inc.|AL|1|3.00|680.00|1355079.00|710802999|'Tyson Foods Inc.'|tyson foods|false
Bolivar Feed Mill|Tyson Foods, Inc.|GA|1|2.00|39.00|105853.00|710815087|'Tyson Foods Inc.'|tyson foods|false
Broken Bow Freezer|Tyson Foods, Inc.|OK|1|2.00|53.00|103392.00|710815087|'Tyson Foods Inc.'|tyson foods|false
Broken Bow Hatchery|Tyson Foods, Inc.|OK|1|2.00|21.00|48418.00|710815087|'Tyson Foods Inc.'|tyson foods|false
Broken Bow Plant|Tyson Foods, Inc.|OK|1|3.00|1459.00|2849024.00|710815086|'Tyson Foods Inc.'|tyson foods|false
Carthage Plant|Tyson Foods, Inc.|TX|1|3.00|596.00|1115386.00|710815087|'Tyson Foods Inc.'|tyson foods|false
Carthage Plant (Choctaw)|Tyson Foods, Inc.|MS|1|3.00|1538.00|2884016.00|560754148|'Tyson Foods Inc.'|tyson foods|false
Caseyville Plant|Tyson Foods, Inc.|IL|1|3.00|274.00|499931.00|800304279|'Tyson Foods Inc.'|tyson foods|false
Center Growout|Tyson Foods, Inc.|TX|1|2.00|21.00|48467.00|560754148|'Tyson Foods Inc.'|tyson foods|false
Center Hatchery|Tyson Foods, Inc.|TX|1|2.00|25.00|57703.00|560754148|'Tyson Foods Inc.'|tyson foods|false
Center Processing Plant|Tyson Foods, Inc.|TX|1|3.00|1584.00|3127156.00|560754148|'Tyson Foods Inc.'|tyson foods|false
Ceres Plant|Tyson Foods, Inc.|MS|1|3.00|536.00|1058963.00|710802999|'Tyson Foods Inc.'|tyson foods|false
Chicago Plant (Bruss)|Tyson Foods, Inc.|IL|1|3.00|310.00|615521.00|362338268|'Tyson Foods Inc.'|tyson foods|false
Chick-N-Quick Plant|Tyson Foods, Inc.|AR|1|3.00|1076.00|2408489.00|710815087|'Tyson Foods Inc.'|tyson foods|false
Cincinnati Plant|Tyson Foods, Inc.|OH|1|3.00|719.00|1573637.00|800304279|'Tyson Foods Inc.'|tyson foods|false
Claremont Plant|Tyson Foods, Inc.|NC|1|3.00|780.00|1521223.00|800304279|'Tyson Foods Inc.'|tyson foods|false
Clarksville Growout|Tyson Foods, Inc.|AR|1|2.00|66.00|153311.00|710815087|'Tyson Foods Inc.'|tyson foods|false
Clarksville Hatchery #1|Tyson Foods, Inc.|AR|1|2.00|28.00|59514.00|710815087|'Tyson Foods Inc.'|tyson foods|false
Clarksville Plant|Tyson Foods, Inc.|AR|1|3.00|1231.00|2113699.00|710815087|'Tyson Foods Inc.'|tyson foods|false
Claryville Plant|Tyson Foods, Inc.|KY|1|3.00|744.00|1498512.00|362089049|'Tyson Foods Inc.'|tyson foods|false
